,e,s,i1,i2,c,r,d,compliance,contacts
0,322,99075,300,306,0,0,0,0.8789894836077359,7.76819467384123
1,487,98910,261,256,2,87,0,0.8790136480221524,7.764789070219396
2,597,98800,226,209,4,167,0,0.8792371284763925,7.763935470522892
3,726,98671,177,167,5,257,0,0.8793199335241617,7.762653859876388
4,514,98561,325,258,5,340,0,0.8793926034840958,7.761996687689854
5,589,98486,286,219,9,414,0,0.8795801759560773,7.7616318868282566
6,544,98366,350,233,13,497,0,0.8796250430476115,7.759926890122239
7,539,98261,376,221,14,592,0,0.8798006239184399,7.759837053453107
8,592,98079,459,267,14,592,0,0.8798082072065013,7.758661358911914
9,671,97890,517,319,14,592,0,0.8799786735360863,7.758285695943075
10,809,97677,562,349,14,592,0,0.8800857990709465,7.757039224958038
11,903,97463,645,386,14,592,0,0.8802664135001891,7.756086735994981
12,999,97262,515,299,20,908,0,0.880443876552931,7.754551697308831
13,1036,97043,633,363,18,910,0,0.8805290990256623,7.753111503835716
14,1030,96860,632,388,17,1075,1,0.8753132046715733,7.761903881705187
15,1023,96654,707,416,19,1182,2,0.8734319682204589,7.7907881553591505
16,994,96469,759,449,20,1310,2,0.8705217613320911,7.808034398557672
17,985,96277,815,484,18,1422,2,0.868285943877323,7.825978699998601
18,998,96045,904,539,15,1498,4,0.8662322888649664,7.841230685305064
19,1055,95805,938,568,14,1619,4,0.8644561247423037,7.854735319441798
20,1084,95570,991,616,16,1722,4,0.8628724962973693,7.865977225304055
21,1155,95314,984,626,19,1901,4,0.8616420501544774,7.8763237789454585
22,1244,95033,994,619,22,2087,4,0.8604486624276723,7.884132733892408
23,1321,94724,995,637,28,2294,4,0.85943982375411,7.8919009321072
24,1397,94408,1011,647,26,2509,5,0.8585519668385849,7.898273711418768
25,1473,94097,1045,647,33,2703,5,0.8578157486991548,7.903904695568381
26,1511,93803,1065,664,36,2918,6,0.8570818480540239,7.908814834617339
27,1559,93474,1128,699,40,3097,6,0.8565176494461183,7.913147885862933
28,1617,93107,1191,739,43,3300,6,0.8560303119394957,7.916825856845863
29,1657,92751,1279,782,42,3486,6,0.8556563017547208,7.919754332338527
30,1726,92371,1355,825,45,3675,6,0.8553767773073935,7.92191324460286
31,1838,91965,1393,849,49,3903,6,0.8551391720826683,7.923715118040995
32,1988,91486,1439,892,50,4142,6,0.8549049529233574,7.924813730758994
33,2140,90967,1513,950,50,4377,6,0.854903064306762,7.9258289838031395
34,2258,90493,1579,984,50,4633,6,0.8548366154929392,7.925907567185067
35,2371,90000,1647,1015,47,4916,7,0.8547999038666162,7.9261650632280585
36,2423,89542,1715,1044,49,5221,9,0.8549294836790595,7.925477850529663
37,2381,89105,1808,1114,46,5540,9,0.8549490661772416,7.9247473402843465
