,e,s,i1,i2,c,r,d,compliance,contacts
0,263,99152,285,302,0,0,0,0.8787404283841765,7.671715699913315
1,414,99001,242,267,1,77,0,0.8788182248566565,7.671585919596608
2,567,98848,208,232,4,143,0,0.842871243821982,7.732789398007191
3,699,98716,170,184,7,226,0,0.8427008838561758,7.923609273294006
4,549,98603,281,251,7,311,0,0.8427290750617005,7.9238872146177535
5,642,98510,241,201,9,399,0,0.8429778563186945,7.921611304387657
6,624,98377,283,214,11,493,0,0.8426424486653545,7.9218048379734505
7,578,98270,345,222,15,572,0,0.8426369497601262,7.924815194865236
8,663,98053,436,263,15,572,0,0.8428320791253735,7.9237140949782265
9,787,97816,507,305,15,572,0,0.8430711117874552,7.923229286709567
10,914,97596,563,342,15,572,0,0.8427731508930765,7.920361939422237
11,971,97406,632,406,15,572,0,0.8430980215536561,7.921325477553945
12,1046,97224,538,344,20,830,0,0.8432389422318434,7.920447105789198
13,1000,97053,665,434,19,830,1,0.8427812324845013,7.920646073651274
14,926,96890,718,467,17,982,2,0.8431382241265352,7.923625357595624
15,885,96711,766,486,18,1134,2,0.8428652874198596,7.9216548418608355
16,864,96542,790,520,19,1265,2,0.8434100335183982,7.920839535870531
17,873,96351,837,542,19,1378,2,0.8429538640383653,7.919019524350949
18,881,96172,869,588,18,1472,2,0.8433598710265752,7.921417962790876
19,919,95971,900,587,15,1608,2,0.8434210238121569,7.918516531745406
20,935,95776,949,610,15,1715,2,0.8431693369757272,7.918583541771096
21,954,95588,934,577,21,1926,2,0.8432415576980854,7.9192099690660065
22,969,95382,908,557,24,2160,2,0.8433255267986693,7.918091211779892
23,1015,95157,863,561,27,2377,2,0.8432465733149874,7.918881376474027
24,1049,94922,885,550,24,2570,2,0.8433336318078704,7.917595247221294
25,1068,94708,882,566,26,2750,2,0.8432753070634508,7.917100720127211
26,1099,94489,921,544,28,2919,2,0.843405341885252,7.91744588334657
27,1119,94263,955,553,28,3081,3,0.8434041151667371,7.915474133228954
28,1149,94008,978,576,29,3259,3,0.8432015075975974,7.916145402226063
29,1212,93710,1002,618,31,3425,4,0.8435751433357248,7.91734661350081
30,1305,93403,1016,627,35,3612,4,0.8435627056069683,7.914440883259551
31,1379,93110,1045,638,37,3789,4,0.8435653016103817,7.914427055925274
32,1422,92841,1039,669,41,3986,4,0.8434789697241057,7.913658556730238
33,1483,92525,1087,681,38,4184,4,0.8069892682761846,7.979653130528604
34,1534,92176,1149,729,36,4374,4,0.8068740683134643,8.178979495373007
35,1532,91871,1198,781,36,4580,4,0.8069416212650027,8.180085445062652
36,1568,91542,1237,810,37,4803,5,0.8070891553990336,8.179439915471203
37,1680,91161,1262,819,39,5036,5,0.8073732069981456,8.17684429099832
38,1754,90771,1326,857,38,5251,5,0.8072180053065064,8.174760609397387
39,1814,90362,1417,896,39,5469,5,0.8073520976157949,8.176126243311794
40,1898,89973,1477,915,37,5697,5,0.7705924669221593,8.242824488734504
41,2012,89530,1518,948,34,5953,7,0.7708976198951166,8.448942125496252
42,2116,89045,1564,985,32,6253,7,0.7704589843423949,8.447893476728742
43,2163,88608,1601,1031,34,6558,7,0.7705629455675336,8.449320490965748
44,2207,88155,1690,1058,36,6848,8,0.770738490929642,8.448042444653534
45,2308,87665,1768,1100,38,7115,8,0.7710233011337018,8.446296179732423
46,2360,87170,1839,1156,42,7427,8,0.7712286569985921,8.444236770735895
47,2381,86664,1908,1223,44,7773,9,0.7715419145806057,8.44102146922613
48,2507,86101,1983,1280,48,8074,9,0.7711396994098569,8.441977878582614
49,2612,85543,2051,1336,48,8401,11,0.7716302431535336,8.442366474455577
50,2654,85011,2119,1377,49,8780,12,0.7716743735440635,8.439258503114267
51,2781,84389,2200,1401,50,9167,14,0.7716223328684939,8.43794100457036
52,2869,83795,2247,1451,53,9573,14,0.7718856360404958,8.437491968038293
53,2907,83194,2368,1504,55,9959,15,0.7720525003699646,8.435563669780883
54,2967,82576,2457,1530,60,10397,15,0.7719733125780353,8.434326582911426
55,3055,81956,2487,1547,64,10877,16,0.771952232434427,8.435119722770064
56,3109,81280,2600,1619,65,11313,16,0.772488687434338,8.432979621098491
57,3180,80615,2696,1664,69,11761,17,0.772408275762877,8.429846682708089
58,3208,79986,2763,1708,73,12245,19,0.7725600641300291,8.43114134353339
59,3257,79319,2829,1765,75,12737,20,0.7725617621553379,8.43049072714152
60,3301,78655,2906,1802,80,13235,23,0.7730152473891476,8.42899203648705
61,3321,77959,2942,1879,80,13798,23,0.7727988374098844,8.426954741765721
62,3384,77231,3008,1920,87,14349,23,0.7731858693267217,8.427961505259248
63,3485,76501,3075,1950,92,14873,26,0.7732561171923542,8.424609169778554
64,3559,75760,3105,1965,99,15488,26,0.7733300993315179,8.422757784949244
65,3649,75006,3138,2002,108,16072,27,0.7731841115471153,8.423520936133572
66,3672,74287,3196,2039,108,16670,30,0.7732966972810548,8.42529936666898
67,3708,73523,3263,2082,109,17284,33,0.7736016607047171,8.423631164692726
68,3681,72820,3345,2110,111,17899,36,0.7737272221605368,8.419859499698418
69,3664,72096,3363,2157,112,18570,40,0.7736812907642185,8.418226703091506
70,3626,71380,3416,2193,109,19235,43,0.7738910208372167,8.4201883197526
71,3661,70626,3475,2224,106,19865,45,0.7739256023799722,8.419138567951299
72,3653,69870,3536,2260,105,20530,48,0.7740393635474196,8.419406012109105
