"","19100001","19100002","19100003","19100004","19100005","19100006","19100007","19100008","19100009","19100010","19100011","19100012","19100013","19100014","19100015","19100016","19100017","19100018","19100019","19100020","19100021","19100022","19100023","19100024","19100025","19100026","19100027","19100028","19100029","19100030","19100031","19100032","19100033","19100034","19100035","19100036","19100037","19100038","19100039","19100040","19100041","19100042","19100043","19100044","19100045","19100046","19100047","19100048","19100049","19100050","19100051","19100052","19100053","19100054","19100055","19100056","19100057","19100058","19100059","19100060","19100061","19100062","19100063","19100064","19100065","19100066","19100067","19100068","19100069","19100070","19100071","19100072","19100073","19100074","19100075","19100076","19100077","19100078","19100079","19100080","19100081","19100082","19100083","19100084","19100085","19100086","19100087","19100088","19100089","19100090","19100091","19100092","19100093","19100094","19100095","19100096","19100097","19100098","19100099","19100100","19100101","19100102","19100103","19100104","19100105","19100106","19100107","19100108","19100109","19100110","19100111","19100112","19100113","19100114","19100115","19100116"
"19100001",0.326323,0.042435,0.004366,0.043887,0.036972,0.000049,0.000037,0.000073,0.005347,0.005172,0,0.005954,0.000729,0.000001,0.000001,0.000002,0.000002,0,0.000049,0.000191,0.005699,0.005226,0.043035,0.001368,0.006795,0.006524,0.040372,0.001617,0.00791,0.003009,0.001518,0.045808,0.000001,0,0.00002,0.000046,0,0,0.000012,0.000025,0,0.000383,0.000929,0.000848,0.000595,0.000835,0.000974,0.000681,0.001027,0.001417,0.004131,0.003616,0.003904,0.000819,0.005771,0.042373,0.002696,0.001953,0.001272,0.000892,0,0.001517,0.00102,0.000238,0.000773,0.000762,0.001194,0.000646,0.000002,0.043094,0.000303,0.001542,0.001862,0.001035,0.000001,0,0.000692,0,0,0,0.000187,0,0.000004,0,0.000005,0.000006,0,0,0,0,0,0,0,0,0.000004,0,0,0,0,0.000005,0.002078,0.00501,0.043404,0.041567,0.040235,0.001533,0.005294,0.000002,0.000005,0.000707,0.000537,0.042514,0.042708,0.000001,0.00382,0
"19100002",0.032605,0.286335,0.031336,0.000698,0.032498,0.000143,0.000107,0.031404,0.031337,0.031337,0,0.031337,0.031848,0.00003,0.000024,0.000088,0.000084,0.000008,0.031395,0.000225,0.032853,0.031337,0.000608,0.032347,0.031338,0.031337,0.031341,0.032511,0.000774,0.03215,0.001184,0.000921,0.000036,0.000033,0.000053,0.000064,0.000021,0.000022,0.000036,0.000052,0.000023,0.000347,0.000364,0.000748,0.000535,0.000732,0.000854,0.000597,0.000874,0.001105,0.002618,0.0023,0.033784,0.000305,0.001838,0.034751,0.001484,0.000644,0.000419,0.000781,0,0.000495,0.000373,0.000093,0.000302,0.000298,0.000467,0.000253,0.000001,0.033064,0.000098,0.000517,0.000605,0.000406,0.000035,0.000033,0.000271,0.000032,0.000041,0.000034,0.000103,0.000039,0.000074,0.000008,0.0001,0.000117,0.000001,0.000041,0.000003,0,0,0,0.000001,0,0.000078,0.000001,0,0,0.000013,0.000102,0.000584,0.032688,0.00179,0.001167,0.001834,0.001235,0.000518,0.000086,0.000099,0.000267,0.000146,0.001528,0.000579,0.000053,0.002351,0.000013
"19100003",0.03259,0.031336,0.286348,0.000692,0.032491,0.00016,0.000127,0.031422,0.031338,0.031335,0.000002,0.031338,0.031849,0.000032,0.000024,0.000088,0.000087,0.000008,0.031396,0.000225,0.032848,0.031335,0.000602,0.032345,0.031337,0.031336,0.031335,0.032509,0.000773,0.032149,0.001184,0.000915,0.000036,0.000033,0.000053,0.000064,0.000021,0.000022,0.000036,0.000052,0.000023,0.000347,0.000363,0.000748,0.000534,0.000732,0.000854,0.000597,0.000874,0.001105,0.002617,0.002299,0.033783,0.000305,0.001837,0.034744,0.001484,0.000644,0.000419,0.000781,0,0.000495,0.000373,0.000093,0.000302,0.000298,0.000467,0.000253,0.000001,0.033054,0.000098,0.000516,0.000605,0.000406,0.000035,0.000033,0.000271,0.000032,0.000041,0.000034,0.000103,0.000039,0.000074,0.000008,0.0001,0.000117,0.000001,0.000041,0.000003,0,0,0,0.000001,0,0.000078,0.000001,0,0,0.000014,0.000102,0.000594,0.0327,0.001782,0.00116,0.00184,0.001235,0.000517,0.000086,0.000099,0.000267,0.000155,0.001519,0.000573,0.000054,0.00235,0.000013
"19100004",0.000191,0.001119,0.000807,0.353149,0.000183,0,0,0,0.00099,0.000957,0,0.001103,0.0005,0,0,0,0,0,0,0.000159,0.00111,0.000967,0.063538,0.001095,0.001261,0.00121,0.000825,0.001279,0.063366,0.001237,0.001277,0.063552,0,0,0.000017,0.000039,0,0,0.00001,0.000021,0,0.000082,0.000199,0.000205,0.000127,0.000178,0.000208,0.000146,0.000366,0.001192,0.006464,0.005617,0.005998,0.000234,0.067081,0.07197,0.003384,0.0019,0.001162,0.000192,0,0.001449,0.000514,0.000051,0.000166,0.000163,0.000256,0.000139,0,0.001402,0.000296,0.001331,0.001822,0.000005,0,0,0.000006,0,0,0,0.00004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000333,0.00096,0.00148,0.063531,0.064089,0.001288,0.063353,0,0,0.000264,0.000001,0.001288,0.063537,0,0.005565,0
"19100005",0.037295,0.042239,0.004432,0.044136,0.325933,0.000001,0,0.000136,0.005408,0.005233,0,0.006012,0.000815,0,0,0,0,0,0.000134,0.00019,0.005334,0.005288,0.043282,0.001459,0.006848,0.006579,0.04067,0.001709,0.007932,0.003089,0.001524,0.046062,0.000001,0,0.00002,0.000046,0,0,0.000012,0.000025,0,0.000384,0.000933,0.000852,0.000597,0.000838,0.000978,0.000683,0.00103,0.001422,0.004136,0.003621,0.003996,0.000823,0.005784,0.042696,0.002701,0.001954,0.001273,0.000896,0,0.001518,0.001023,0.00024,0.000776,0.000765,0.0012,0.000649,0.000002,0.042961,0.000303,0.001544,0.001864,0.001042,0.000002,0,0.000697,0,0,0,0.000188,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001561,0.00463,0.043188,0.041792,0.039971,0.001538,0.005309,0,0,0.00071,0.000003,0.042292,0.042954,0,0.003827,0
"19100006",0.000611,0.005632,0.068093,0.000858,0.000426,0.353916,0.063253,0.063255,0.00594,0.005743,0,0.00662,0.000385,0.000074,0.000061,0.000221,0.000211,0.000195,0.00015,0.000226,0.01914,0.005804,0.000751,0.000236,0.007561,0.007259,0.003861,0.000314,0.000965,0.002317,0.000247,0.001105,0,0,0.000004,0.000007,0,0,0.000002,0.000004,0,0.000093,0,0.000208,0.000145,0.000203,0.000237,0.000166,0.00027,0.00023,0.001755,0.001517,0.001634,0.000153,0.001427,0.002331,0.001088,0.00126,0.00077,0.000217,0,0.00096,0.00025,0,0,0,0,0,0,0.021133,0.000196,0.000848,0.001207,0,0,0,0.000001,0,0,0,0,0,0.000185,0.000021,0.000249,0.000292,0.000204,0,0.000251,0.000174,0.000254,0.000235,0.000276,0.000249,0.000308,0.000251,0.000219,0.000264,0.000221,0.000256,0.069022,0.079872,0.022478,0.000821,0.073674,0.000349,0.000646,0.000216,0.000248,0.000095,0.063264,0.019165,0.000713,0.000134,0.001508,0.00014
"19100007",0.000622,0.005652,0.067709,0.000849,0.000438,0.062209,0.35577,0.062857,0.006612,0.005764,0.00065,0.007294,0.001073,0.000738,0.00007,0.000262,0.000901,0.000201,0.000828,0.000264,0.018913,0.005825,0.000743,0.000247,0.007588,0.007285,0.003875,0.000327,0.000955,0.002334,0.000259,0.001093,0,0,0.000004,0.000008,0,0,0.000002,0.000004,0,0.000094,0.000005,0.00021,0.000146,0.000204,0.000239,0.000167,0.000273,0.000242,0.001816,0.001571,0.001691,0.000158,0.001458,0.002412,0.001118,0.001247,0.000762,0.000219,0,0.00095,0.000251,0.000001,0.000004,0.000004,0.000007,0.000004,0,0.020884,0.000194,0.00084,0.001193,0.000012,0,0,0.000009,0,0,0,0.000001,0,0.000182,0.000044,0.000245,0.000287,0.000208,0,0.000256,0.000177,0.000258,0.000239,0.000282,0.000253,0.000306,0.000255,0.000223,0.000269,0.000225,0.000252,0.067909,0.078625,0.022212,0.000822,0.072513,0.00038,0.000639,0.000256,0.000244,0.000098,0.062219,0.018938,0.000705,0.000159,0.001564,0.000142
"19100008",0.000917,0.006188,0.057823,0.00061,0.00076,0.035363,0.052662,0.403304,0.023881,0.006312,0.017352,0.024626,0.018748,0.017798,0.000318,0.001326,0.018621,0.000372,0.018269,0.001248,0.01311,0.006379,0.000532,0.000545,0.008305,0.007974,0.004249,0.000673,0.000683,0.002773,0.000586,0.000798,0,0,0.000013,0.000018,0,0,0.000005,0.00001,0,0.000109,0.000138,0.000249,0.000169,0.000237,0.000276,0.000193,0.00035,0.000547,0.003406,0.002953,0.00318,0.000282,0.002261,0.004508,0.001866,0.000894,0.00057,0.000253,0,0.00069,0.000271,0.000035,0.000115,0.000113,0.000177,0.000096,0.000001,0.01448,0.000139,0.000635,0.000854,0.000308,0,0,0.000206,0,0,0,0.000028,0,0.000103,0.000637,0.000138,0.000162,0.000313,0,0.000397,0.000256,0.000372,0.000345,0.000418,0.000364,0.000275,0.000379,0.000321,0.000387,0.000324,0.000146,0.03927,0.046567,0.015361,0.000848,0.042662,0.001192,0.000457,0.001297,0.000138,0.000151,0.035361,0.013097,0.000506,0.000803,0.003012,0.000205
"19100009",0.032447,0.031225,0.031411,0.00069,0.032348,0.000143,0.0003,0.031451,0.287229,0.031225,0.000192,0.031422,0.031906,0.000226,0.000027,0.000101,0.000288,0.000011,0.031451,0.000237,0.032719,0.031225,0.0006,0.032202,0.031237,0.031234,0.031214,0.032366,0.000771,0.032018,0.001183,0.000912,0.000036,0.000033,0.000053,0.000064,0.000021,0.000022,0.000036,0.000052,0.000023,0.000346,0.000363,0.000746,0.000533,0.00073,0.000852,0.000595,0.000872,0.001104,0.002631,0.002311,0.033653,0.000306,0.001844,0.034619,0.001491,0.000642,0.000418,0.000779,0,0.000494,0.000373,0.000093,0.000302,0.000298,0.000467,0.000252,0.000001,0.032927,0.000098,0.000516,0.000604,0.000407,0.000035,0.000033,0.000272,0.000032,0.000041,0.000034,0.000102,0.000039,0.000074,0.000015,0.000099,0.000116,0.000003,0.000041,0.000005,0.000002,0.000003,0.000002,0.000004,0.000002,0.000078,0.000004,0.000002,0.000003,0.000016,0.000102,0.000581,0.032552,0.001799,0.001159,0.00183,0.00124,0.000516,0.000099,0.000099,0.000267,0.000139,0.001534,0.000572,0.000061,0.002363,0.000015
