,e,s,i1,i2,c,r,d,compliance,contacts
0,323,99075,309,296,0,0,0,0.008027384456152368,17.895576601745702
1,661,98737,264,252,0,89,0,0.010259114149227075,17.765911210793355
2,977,98421,225,203,0,177,0,0.01647503858546633,17.71324606817736
3,1234,98164,167,160,2,276,0,0.019752328538970933,17.636839809771235
4,1123,97952,324,247,2,355,0,0.02333171786105069,17.586165432835962
5,1310,97765,282,205,3,438,0,0.027291705250639613,17.54123873311373
6,1270,97467,461,289,5,511,0,0.029522231527558077,17.48405778956195
7,1179,97242,601,376,6,599,0,0.0336636922494539,17.45333563595711
8,1451,96713,751,483,6,599,0,0.03655892533278138,17.393327848060025
9,1875,96077,878,568,6,599,0,0.040879246453352426,17.34329936142884
10,2355,95410,995,638,6,599,0,0.04490488976629285,17.274540542339235
11,2743,94724,1194,737,6,599,0,0.04951257415795158,17.20974273708695
12,3239,94003,1117,716,12,916,0,0.054389123512944414,17.1391360708895
13,3475,93238,1447,915,12,916,0,0.05853316221890235,17.06131779052388
14,3568,92509,1647,1013,17,1249,0,0.06488018283523542,16.99818975138813
15,3788,91622,1878,1133,20,1562,0,0.06964365505030415,16.9038816416361
16,4046,90678,2152,1288,21,1818,0,0.07638938299173208,16.828788327821712
17,4402,89601,2465,1484,21,2030,0,0.08274120031324199,16.733382169662335
18,4839,88399,2825,1702,22,2215,1,0.09013682601172737,16.6343694323218
19,5476,87033,3069,1889,23,2512,1,0.09817358251478299,16.52173419694043
20,6070,85552,3461,2159,27,2733,1,0.10656209659133055,16.398278510112036
21,6641,84037,3720,2315,39,3250,1,0.11623168353842128,16.27427605596788
22,7360,82241,3977,2499,45,3880,1,0.12561964151134505,16.133649706621558
23,8037,80362,4314,2697,50,4542,1,0.13595019361210273,15.994981857066222
24,8549,78484,4740,2951,52,5225,2,0.146263623267126,15.848260774832275
25,9016,76536,5189,3262,57,5941,2,0.15726254610407592,15.703002038002344
26,9500,74537,5641,3560,57,6706,2,0.16881970765782262,15.555113574016685
27,9851,72390,6325,3943,63,7427,4,0.18053161426025155,15.402050118216009
28,10298,70064,6934,4326,74,8303,4,0.19326321369423521,15.246716212344895
29,10729,67755,7503,4691,93,9228,4,0.20625692417332137,15.081765211325408
30,11085,65451,8036,5029,110,10287,5,0.21993104317497889,14.91079871377332
31,11599,62938,8524,5338,127,11471,6,0.2336640191725552,14.737604844127008
32,11907,60483,9000,5643,148,12816,6,0.2474202860837066,14.567361990273614
33,12010,58054,9527,5961,157,14285,9,0.26110420579318105,14.397538967333032
34,12107,55648,10016,6266,168,15787,11,0.2747526484290144,14.231331620879232
35,12300,53151,10312,6478,189,17559,14,0.2881375278115142,14.069390667763276
36,12172,50766,10739,6685,214,19412,15,0.3006084749510445,13.909672849824865
37,12052,48431,11110,6891,235,21266,18,0.31293112814609914,13.768063674311728
38,11845,46209,11334,7148,254,23194,19,0.3242260447006504,13.641451343819982
39,11692,43956,11593,7296,269,25172,25,0.3350094159440257,13.520488120719786
40,11285,41866,11796,7443,288,27295,30,0.3447810152984985,13.414753779415932
41,10886,39880,11849,7449,300,29601,38,0.35364297250505344,13.323618219459812
42,10485,37946,11890,7434,302,31904,42,0.36062455311501757,13.244057554122675
43,10057,36152,11835,7407,325,34180,47,0.36660621504561874,13.186524406133733
44,9495,34461,11680,7302,329,36682,54,0.3711497395408051,13.145781037474567
45,9075,32791,11462,7155,348,39112,60,0.37387257380653116,13.119561779416044
46,8598,31282,11270,6904,371,41515,63,0.37536604025621506,13.11025915107395
47,7984,29962,10942,6760,378,43907,70,0.3750449889735632,13.117071626845041
48,7493,28659,10491,6508,376,46400,76,0.3739696471486096,13.142119397716952
49,7019,27442,10043,6262,387,48764,86,0.3711046891691049,13.174496441693982
50,6427,26364,9636,6004,406,51070,96,0.3676716993044769,13.222344651184487
51,5844,25438,9238,5689,415,53274,105,0.36297607748300703,13.279119196573882
52,5439,24523,8663,5331,413,55520,114,0.3571128191290572,13.344578112477723
53,4932,23727,8169,5038,418,57593,126,0.3502448330468642,13.419984956795599
54,4451,22991,7689,4749,415,59574,134,0.34297561093293205,13.507110880641287
55,4114,22250,7201,4381,399,61506,152,0.3349874907417555,13.59961701613637
56,3850,21588,6709,4005,398,63294,159,0.32606447616503587,13.697438219270714
57,3480,21043,6266,3672,383,64991,168,0.3166638907754629,13.803027671680141
58,3207,20520,5698,3366,363,66669,180,0.30669453672546526,13.916022719706003
59,2914,20077,5198,3093,355,68170,196,0.2964517351353938,14.03384261127049
60,2599,19651,4842,2870,343,69493,205,0.2862015017128229,14.154363516908976
61,2304,19284,4441,2630,323,70805,216,0.2759048812528914,14.275097247766737
62,2093,18950,4021,2378,301,72031,229,0.26569777189633526,14.394275331503197
63,1861,18659,3661,2183,273,73124,242,0.25531534926436356,14.514629551458842
64,1691,18386,3352,2009,260,74054,251,0.2451327670007322,14.6361000085143
65,1505,18146,3025,1847,233,74988,259,0.23531372871283565,14.758659015632253
66,1348,17936,2772,1671,227,75785,264,0.22550563312225294,14.875090127800053
67,1217,17733,2505,1536,208,76532,272,0.21618848767561516,14.991442487398272
68,1090,17569,2223,1368,189,77287,277,0.20705520482154086,15.103328482199503
69,982,17404,1976,1226,173,77957,285,0.19797226240101898,15.211487635486883
70,860,17286,1783,1114,159,78512,289,0.18937734585972044,15.319824967280601
71,774,17162,1599,985,144,79041,298,0.18108957480765173,15.423085538141148
72,676,17057,1443,901,135,79489,302,0.1729508519774805,15.523634189318177
73,612,16957,1296,786,124,79920,308,0.165477706881124,15.619649846919911
74,531,16873,1160,720,111,80297,311,0.15810192440926923,15.711071664702057
75,503,16783,1032,632,114,80625,314,0.15134398392389403,15.799740401331222
76,452,16710,928,569,103,80922,319,0.14480817427427953,15.884283392548843
77,420,16637,821,508,98,81199,320,0.13859042268204258,15.965334377204957
78,386,16571,745,444,91,81443,323,0.13278101437034043,16.04254187090782
79,349,16524,651,412,85,81659,323,0.12720292774382558,16.11539445828425
80,306,16477,580,370,77,81869,324,0.12217545682980012,16.1837721435781
81,274,16436,519,340,69,82038,327,0.11737788939031026,16.246465930321147
82,238,16399,476,291,63,82207,329,0.11302091327466941,16.30652636469529
83,211,16360,443,272,57,82330,330,0.10868589925566924,16.36256915183447
84,188,16336,392,246,50,82459,332,0.10487147255403881,16.416558195057252
85,168,16309,360,220,47,82566,333,0.10114473752179873,16.465292428663727
86,152,16284,312,209,40,82672,334,0.09781309550613966,16.511727179207597
87,138,16261,290,184,33,82762,335,0.09472680205221964,16.5544027745628
88,115,16245,267,156,28,82855,337,0.09174917327774873,16.593969442896025
89,107,16229,237,137,24,82932,337,0.0890088110223261,16.632224215335043
90,101,16208,199,129,18,83011,337,0.08636400832187635,16.66734372094695
91,89,16195,175,112,18,83077,337,0.08398052853561953,16.7007947459519
92,84,16177,155,108,17,83125,337,0.08173064833672429,16.731082793155615
93,76,16169,136,96,17,83171,338,0.07978353258711228,16.759040483867818
94,76,16153,123,84,19,83210,338,0.07795291269298345,16.784465813056514
95,66,16142,117,74,15,83251,338,0.076261053700941,16.80744752724117
96,59,16136,100,65,13,83292,338,0.07470438113459428,16.829332185288102
97,50,16127,97,62,11,83317,339,0.07325102874403477,16.849202407458193
98,46,16123,87,53,10,83345,339,0.07193431463814416,16.867280350122996
99,37,16116,78,53,7,83373,339,0.07073095863047368,16.88423245408996
100,28,16114,75,44,8,83395,339,0.06963392368484018,16.89956303723532
101,26,16110,67,42,7,83412,339,0.06860166158793389,16.91371877980152
102,19,16108,65,37,7,83428,339,0.06770613831944002,16.927027997208274
103,20,16103,51,34,6,83450,339,0.06687951532360677,16.938499969664964
104,17,16099,46,33,6,83463,339,0.06612688824325162,16.949161137089856
105,19,16095,37,26,5,83482,339,0.06544031710446549,16.959015563385073
106,21,16089,37,22,3,83492,339,0.0647519983255819,16.968047733044845
107,20,16088,28,17,3,83508,339,0.0641809307576833,16.976889597325005
108,19,16084,24,15,2,83520,339,0.06357655062311407,16.984337837553554
109,16,16083,23,14,1,83527,339,0.06304963380385732,16.991951221525646
