,e,s,i1,i2,c,r,d,compliance,contacts
0,292,99152,269,289,0,0,0,0.007886174781148836,15.526122295173355
1,456,98988,233,243,1,81,0,0.010118165631456627,15.425445585018839
2,625,98819,195,209,3,151,0,0.015549584326167995,15.378670045669708
3,758,98686,159,178,3,218,0,0.01889195081710596,15.31883601111904
4,598,98554,296,248,5,301,0,0.022123746388726474,15.272867732912177
5,703,98449,253,212,7,378,0,0.025842813104241618,15.233136943671814
6,709,98279,328,214,9,463,0,0.028045362242307102,15.189013521773346
7,667,98152,391,234,9,549,0,0.03101263657870219,15.158494234792716
8,724,97962,471,287,9,549,0,0.03323484491040576,15.121832458644915
9,800,97754,555,335,9,549,0,0.03606262721868473,15.087557794076496
10,984,97465,621,374,9,549,0,0.03870292244537655,15.050207106535595
11,1135,97144,716,449,9,549,0,0.04141122551422005,15.013061059725027
12,1327,96825,611,389,12,838,0,0.044501610611504774,14.976900287078845
13,1533,96429,729,461,11,839,0,0.04637104730171008,14.934328576450657
14,1663,96091,752,482,11,1003,0,0.049786028620827004,14.905284452291033
15,1804,95661,830,524,12,1171,0,0.05185244108237323,14.862965138117486
16,1921,95223,945,597,12,1304,0,0.05492824845158278,14.832542669539738
17,2124,94701,1067,662,11,1437,0,0.057765158165950195,14.794639519148102
18,2298,94131,1236,784,9,1543,1,0.060820586450019226,14.755866891321087
19,2592,93499,1352,836,11,1711,1,0.06452779353498189,14.714051388062073
20,2862,92799,1534,957,12,1837,1,0.06782471909424156,14.661328497504286
21,3215,92008,1688,1051,15,2024,1,0.0722896550991985,14.6148223907254
22,3541,91160,1892,1161,18,2229,1,0.0762060481811222,14.55230619949429
23,3942,90189,2057,1277,25,2511,1,0.0812421542750461,14.490495965633968
24,4368,89131,2271,1374,27,2830,1,0.08632418528838628,14.420298183484341
25,4744,88055,2482,1544,28,3148,1,0.09170930008813397,14.346283323103272
26,5184,86824,2734,1687,32,3539,2,0.09803546398523585,14.27227661339163
27,5574,85586,3034,1897,37,3872,2,0.10409667619954367,14.182394614702053
28,5942,84247,3358,2114,45,4294,2,0.11184286532523771,14.094832096103692
29,6333,82798,3735,2357,49,4728,2,0.1196873654643637,13.988355338090924
30,6830,81225,4085,2561,58,5241,2,0.1287080006890312,13.878008601185913
31,7223,79601,4498,2809,64,5804,3,0.1378523044539448,13.762222585598957
32,7714,77872,4833,3080,73,6426,4,0.14779594401847151,13.642534445274453
33,8274,75973,5228,3324,75,7122,6,0.15821700367904787,13.512342879236616
34,8706,74092,5646,3564,89,7898,7,0.16887178791061888,13.371793560036208
35,9168,72057,6110,3825,99,8732,11,0.18035352469356225,13.233880400445898
36,9508,70093,6512,4076,105,9696,12,0.19189953013779276,13.089691814587743
37,9791,68081,6925,4334,130,10729,12,0.20371875888785007,12.946320966079625
38,9966,66007,7410,4672,139,11794,14,0.21582929946635657,12.80595079078511
