,e,s,i1,i2,c,r,d,compliance,contacts
0,280,99152,303,267,0,0,0,0.00804186190501535,16.22911958670311
1,474,98958,247,231,1,91,0,0.010247934154833507,16.130063888502335
2,677,98755,205,199,3,163,0,0.015811109279048892,16.083245986363906
3,830,98602,165,160,4,241,0,0.01917052048996986,16.02384364850698
4,677,98475,304,216,4,326,0,0.022288401149246566,15.977130738385977
5,776,98376,264,186,6,394,0,0.0258894405397353,15.938781072155294
6,758,98200,343,213,6,482,0,0.02803143486145003,15.89673425012605
7,707,98048,418,259,8,562,0,0.031069052018345308,15.868432794689083
8,768,97834,514,316,8,562,0,0.03350921926838583,15.831756511006141
9,961,97514,587,370,8,562,0,0.0363138070767434,15.79660920591945
10,1210,97166,646,410,8,562,0,0.03915995482597267,15.760108663024875
11,1383,96817,745,487,8,562,0,0.041958723571956534,15.723031271741808
12,1581,96467,663,441,9,841,0,0.04520257929618689,15.685751058771917
13,1827,96007,798,520,8,842,0,0.04731463922084098,15.642101136361056
14,1896,95618,886,558,6,1038,0,0.05090142036144816,15.610920154785079
15,2035,95131,978,611,7,1240,0,0.053331267013383706,15.565445391328394
16,2204,94613,1091,694,9,1391,0,0.056814215513148324,15.530530388803312
17,2411,94056,1231,777,9,1518,0,0.06005921276583828,15.48555908789069
18,2587,93420,1462,907,10,1616,0,0.06375826700807725,15.439025189419569
19,2883,92735,1611,971,14,1787,1,0.06809270902981507,15.386916454648365
20,3172,91959,1820,1097,19,1934,1,0.07208107411773332,15.325893923531668
21,3480,91133,2013,1208,22,2145,1,0.07729397409015995,15.268834019825386
22,3865,90191,2152,1306,27,2460,1,0.0822060916415994,15.19685981581907
23,4255,89165,2316,1430,29,2806,1,0.08785567267664264,15.127051499094007
24,4687,88048,2529,1553,33,3151,1,0.09378301843138662,15.049143291021345
25,5073,86886,2808,1700,39,3495,1,0.09997626965572869,14.96588423149502
26,5458,85675,3044,1830,48,3946,1,0.10669586788580564,14.881825935241793
27,5932,84259,3375,2052,51,4331,2,0.11344019698874085,14.788758220637533
28,6300,82865,3717,2249,58,4811,2,0.12136082708305532,14.696981024544304
29,6717,81331,4071,2494,59,5328,2,0.12915478270216585,14.586054125119343
30,7139,79747,4459,2711,66,5878,2,0.13830437514942837,14.476395582421047
31,7715,77960,4831,2914,70,6510,2,0.1474012495053137,14.350950543271122
32,8127,76132,5300,3176,74,7191,2,0.15719108560146106,14.226673751460176
33,8566,74299,5652,3442,81,7960,2,0.16755881432240072,14.09710187887097
34,9035,72296,6079,3723,84,8782,3,0.1782662040021848,13.958963082634588
35,9457,70290,6484,3960,94,9714,3,0.18971098999548602,13.822058005434767
36,9730,68230,6919,4286,103,10729,5,0.20098583796841626,13.677610518836719
37,10045,66087,7391,4525,113,11834,7,0.21336831766554207,13.539769401456534
38,10358,63941,7761,4826,111,12995,10,0.22499220512552348,13.385998262958065
39,10639,61657,8245,5134,125,14191,11,0.23764761266816034,13.244359711359584
40,10771,59519,8578,5391,135,15593,15,0.2501292674898245,13.098219955344131
41,10875,57355,8988,5647,160,16962,15,0.2623324699263245,12.956284839457103
42,10841,55246,9357,5887,170,18485,16,0.2747061850233456,12.817597590073355
43,10837,53104,9703,6103,176,20062,17,0.28647961266609456,12.682952989965782
44,10643,51014,10055,6248,193,21830,19,0.29775006005239124,12.559556447694991
45,10467,49052,10184,6429,208,23639,23,0.3081487697511464,12.444276213857764
46,10331,47024,10404,6540,227,25453,23,0.31820714490777746,12.344585566531865
47,10114,45132,10442,6608,245,27434,27,0.3268179361938036,12.248980566499316
48,9761,43343,10560,6626,265,29416,31,0.334620731237005,12.169312152786935
49,9361,41653,10556,6660,277,31460,35,0.34109976991646995,12.10369974018271
50,9126,39926,10431,6604,308,33570,37,0.3467497434564153,12.053473271059243
51,8675,38349,10383,6534,319,35696,46,0.3509086625024928,12.012605181433726
52,8269,36863,10096,6429,331,37966,48,0.3539851296767566,11.983959053879158
53,7905,35438,9938,6238,339,40091,53,0.35583401295486405,11.96892376197919
54,7453,34200,9655,6047,349,42239,59,0.35611799043142456,11.969585143159328
55,6895,33031,9425,5895,360,44331,65,0.3552028334333813,11.984664739632622
56,6427,31922,9069,5686,362,46461,75,0.3536253082270154,12.012517969836097
57,6003,30860,8769,5382,365,48542,81,0.3506498549119528,12.04737585742991
58,5586,29852,8442,5172,363,50499,88,0.34631362181635167,12.092465679711703
59,5247,28953,7897,4927,360,52521,97,0.341747505574938,12.151454031148486
60,4890,28141,7485,4616,357,54403,110,0.33593363092132933,12.214080332559673
61,4525,27397,7014,4407,354,56186,119,0.3292423150394574,12.284837279406702
62,4177,26683,6608,4185,336,57881,132,0.3225721743675851,12.361966999515163
63,3822,26030,6196,3878,331,59607,138,0.31524879647865317,12.440306097818263
64,3507,25446,5765,3631,320,61190,143,0.30716574668940083,12.524204642258226
65,3189,24952,5310,3412,301,62687,151,0.29907508284700196,12.617385116830482
66,2933,24464,4891,3150,295,64111,158,0.29040435523438324,12.7105202223556
67,2656,24027,4605,2912,289,65348,165,0.2813942802782752,12.809202035581977
68,2399,23631,4287,2714,273,66528,170,0.27240504615943945,12.911207473369268
69,2186,23260,4006,2470,269,67633,178,0.26325290819626845,13.014237116719348
70,2053,22899,3679,2229,254,68700,188,0.2537441641140196,13.116954172396051
71,1889,22575,3360,2028,241,69713,196,0.24426813977694606,13.224114468404352
72,1752,22275,3064,1862,222,70624,203,0.23483334496706165,13.329870908001274
73,1605,22026,2793,1717,203,71449,209,0.22559634976625387,13.433832243164623
74,1438,21822,2581,1556,199,72188,218,0.2167075906748818,13.536228373597773
75,1287,21612,2361,1423,182,72910,227,0.20791327781909072,13.636404012006336
76,1146,21429,2142,1313,170,73568,234,0.1993287453186446,13.734812558661726
77,1027,21248,1963,1208,165,74149,242,0.19125617362464276,13.830341110876095
78,932,21094,1807,1119,151,74650,249,0.18355405659651533,13.922331928066699
79,871,20951,1627,1015,140,75142,256,0.17606650819551553,14.010368913579168
80,815,20797,1486,929,132,75581,262,0.16884145173690132,14.096091587058012
81,772,20657,1381,821,117,75988,266,0.16194930030039342,14.177904789813546
82,694,20554,1254,758,114,76358,270,0.15516045586994803,14.25824407986669
83,621,20473,1124,681,105,76723,275,0.14891846788322563,14.336479912459037
84,566,20385,1011,613,98,77048,281,0.14268317747047282,14.408691430450855
85,489,20308,921,557,96,77348,283,0.136950074099469,14.478452074498962
86,440,20217,856,513,80,77602,294,0.13161200897375244,14.54403954996358
87,408,20146,780,488,76,77808,296,0.1264174155066619,14.60564089921528
