,e,s,i1,i2,c,r,d,compliance,contacts
0,291,99152,268,291,0,0,0,0.001910479799754781,16.4397663655338
1,464,98979,229,248,1,81,0,0.0018891168354356897,16.405165297467317
2,637,98806,197,208,4,150,0,0.004320523229441097,16.39645403155219
3,763,98680,157,158,6,238,0,0.005107839024589479,16.373482611129013
4,604,98548,303,233,8,306,0,0.006104467639650071,16.359192101455054
5,690,98462,262,184,9,395,0,0.008040035117009384,16.347896509498224
6,675,98304,322,220,9,472,0,0.00837151783693043,16.325672322767485
7,646,98160,393,244,10,549,0,0.010488202182413196,16.31673452206314
8,722,97958,480,283,10,549,0,0.01158872262262895,16.293231857788392
9,860,97688,548,347,10,549,0,0.013567279319621707,16.27334847744226
10,1078,97384,607,374,10,549,0,0.015813856655140332,16.2467620836311
11,1288,97016,706,433,10,549,0,0.018105287442911767,16.214109117676536
12,1510,96650,609,383,13,837,0,0.021172529990594154,16.18192697420838
13,1710,96248,729,465,12,838,0,0.023359393402098333,16.13948035944519
14,1771,95917,790,501,10,1012,1,0.027340085309791897,16.104617550064003
15,1887,95497,877,545,10,1185,1,0.03038936337696892,16.051989550994588
16,1991,95025,1010,654,11,1308,3,0.034731166977909886,16.005377712630303
17,2187,94463,1155,743,10,1440,4,0.039564985383079794,15.947459210510129
18,2399,93849,1340,874,13,1523,4,0.04483022817562677,15.878078584749055
19,2749,93168,1448,939,15,1679,4,0.05154495551805251,15.802683673152568
20,3065,92432,1632,1031,16,1822,4,0.05818250361816588,15.707660704801896
21,3371,91654,1811,1122,19,2021,4,0.06630490988807695,15.61544273821771
22,3712,90751,2005,1220,23,2287,4,0.07456136533675047,15.507688851291277
23,4098,89751,2196,1339,30,2584,4,0.08389891750185025,15.393709239088297
24,4434,88734,2388,1460,32,2950,4,0.094159087589432,15.265716841330919
25,4778,87654,2618,1600,38,3310,4,0.10526271846188491,15.124913874908758
26,5140,86514,2860,1734,44,3706,4,0.11770579882398806,14.971414559467599
27,5546,85205,3192,1974,46,4035,4,0.13091095488111282,14.805071221080652
28,5934,83817,3532,2214,48,4453,4,0.14592301131694557,14.63289674822906
29,6383,82351,3856,2435,52,4921,4,0.1616108388743674,14.435242889329661
30,6876,80778,4161,2648,61,5473,5,0.17911718667283524,14.228029127667234
31,7397,79117,4473,2862,63,6084,6,0.1975991209722042,14.00648005686009
