,e,s,i1,i2,c,r,d,compliance,contacts
0,286,99152,286,278,0,0,0,0.038250950705950915,17.249801755922864
1,480,98958,259,244,1,60,0,0.040010828499978224,16.85425501568214
2,696,98742,210,201,2,151,0,0.04206381311908452,16.827394888667616
3,876,98562,171,161,4,228,0,0.042012534663562945,16.812132758352096
4,733,98419,302,241,7,300,0,0.04166371128226045,16.812767690956548
5,852,98300,252,197,9,392,0,0.0424080900043567,16.817434488202135
6,879,98079,332,232,11,469,0,0.04201893954271705,16.807758330823315
7,810,97932,431,265,13,551,0,0.042568670753090725,16.812312929671158
8,910,97652,542,334,13,551,0,0.04288847046415921,16.803139518550196
9,1139,97280,630,389,13,551,0,0.04361704162234305,16.797302597464228
10,1387,96913,706,432,13,551,0,0.04407645263649353,16.78583884654643
11,1525,96554,834,525,13,551,0,0.044490320592665535,16.776739616777625
12,1807,96125,758,462,19,831,0,0.04566731622541268,16.771579830695917
13,2001,95651,924,576,18,832,0,0.04513073115626115,16.754682283085064
14,2085,95195,1030,648,19,1025,0,0.04626767702128893,16.758922082477902
15,2326,94587,1113,716,20,1239,1,0.04697912927368649,16.74059730531182
16,2588,93966,1237,771,20,1419,1,0.04762324062048361,16.72851978823792
17,2825,93300,1423,871,19,1562,2,0.04835691670276472,16.717844917626273
18,3066,92585,1642,1007,18,1682,2,0.0494349295944316,16.703672776806197
19,3401,91794,1785,1099,20,1901,2,0.05081636095355008,16.68391577248264
20,3675,90912,2068,1277,22,2046,2,0.051793809602443834,16.663531246903055
21,4023,89943,2294,1392,29,2319,2,0.05359549651073998,16.64415928253872
22,4415,88885,2477,1503,37,2683,2,0.05506106634055945,16.614289981860555
23,4878,87707,2684,1644,44,3043,2,0.056395330618778855,16.591615014578824
24,5370,86424,2932,1828,42,3404,2,0.057920876758925745,16.567762696748336
25,5816,85096,3182,2031,48,3827,2,0.05979211930221931,16.542648748553436
26,6255,83688,3474,2234,50,4298,3,0.06199242891725337,16.507824011243073
27,6716,82169,3879,2431,54,4750,3,0.06407754824383512,16.47134998797789
28,7205,80502,4235,2645,57,5355,3,0.06629506086555069,16.435003440215553
29,7637,78787,4630,2912,68,5965,3,0.0687023507506429,16.396640160628085
30,8179,76917,5019,3185,76,6623,3,0.071521248487216,16.354235260737337
31,8736,74952,5471,3426,83,7331,3,0.07445023926458293,16.30276565286958
32,9219,72950,5932,3693,86,8118,4,0.07730753282679144,16.256114240378874
33,9651,70851,6442,3968,93,8990,7,0.08007833857823067,16.209981318632668
34,10148,68639,6900,4256,99,9952,8,0.0831671524255335,16.159073777058893
35,10588,66329,7367,4601,110,10998,9,0.08630433509745447,16.105153350883924
36,10986,63966,7856,4899,119,12165,11,0.09020510352799047,16.057789295296168
37,11340,61610,8305,5169,123,13441,14,0.09335614399795626,16.003429621090785
38,11670,59181,8798,5447,140,14750,16,0.0963472029461781,15.956514358610574
39,11872,56767,9254,5795,153,16142,19,0.09946209970525183,15.91704636561332
40,11954,54375,9724,6116,166,17646,21,0.10332579154684188,15.874055383432987
41,12030,51936,10180,6356,171,19305,24,0.10676290282746861,15.82732996163188
42,12087,49523,10570,6607,189,21001,25,0.10958520843803751,15.790623332139964
43,12059,47122,10927,6809,207,22853,25,0.11235847111450974,15.764928282943277
44,11955,44812,11195,6990,219,24806,25,0.1146042983481089,15.735794257630511
45,11726,42649,11416,7159,236,26788,28,0.11688049890583153,15.715931856132082
46,11435,40501,11596,7319,247,28870,34,0.1187568271124802,15.702725490832202
47,11124,38399,11716,7400,266,31058,39,0.12052940391474203,15.689385307453048
48,10591,36531,11798,7409,290,33340,43,0.12163257009917938,15.682688362844596
49,10144,34668,11750,7404,306,35683,47,0.12220428334147836,15.681359831101958
50,9659,32990,11698,7263,312,38027,53,0.12236879672017265,15.690869998891724
51,9161,31340,11507,7173,334,40430,57,0.12104668951223313,15.70880551940648
52,8588,29811,11304,7064,353,42817,65,0.12026227734643666,15.742432580013272
53,8089,28442,11025,6819,369,45191,67,0.11932832531971706,15.768638538153251
54,7513,27155,10705,6563,381,47612,73,0.11697790247440742,15.804346116878694
55,7047,25943,10276,6257,381,50018,80,0.11449516829285274,15.8497872677994
56,6516,24824,9819,5963,389,52407,84,0.11123192059738073,15.896076214177521
57,6021,23790,9365,5636,389,54708,93,0.10793709218661711,15.950190892328045
58,5571,22871,8866,5341,391,56863,99,0.10472276769103894,16.001236038078964
59,5143,22012,8374,4972,380,59014,107,0.10165825470975631,16.04710021996443
60,4697,21246,7825,4631,367,61116,120,0.09747677761436309,16.089876278992193
61,4267,20557,7317,4390,358,62987,126,0.09383486489177537,16.14668238252641
62,3862,19928,6796,4082,366,64835,133,0.09104129182750799,16.194747560092956
63,3493,19378,6354,3765,352,66515,145,0.0878648652635553,16.23499804848292
64,3124,18888,5853,3475,335,68169,158,0.0843132035075109,16.278767661251177
65,2806,18440,5330,3235,321,69701,169,0.08106437894722424,16.327100211539264
66,2481,18076,4868,3017,300,71081,179,0.07826023581484264,16.368716678765814
67,2214,17714,4428,2799,280,72381,186,0.075542854189086,16.405260171520748
68,1986,17392,4017,2548,274,73589,196,0.07317135966667647,16.436451129675195
69,1764,17124,3632,2304,258,74711,209,0.07056928438187395,16.465833912452727
70,1587,16853,3275,2075,248,75746,218,0.06777568448194529,16.496730307916348
71,1443,16633,2906,1889,242,76667,222,0.06514599065865558,16.52877025034485
72,1291,16423,2585,1713,226,77532,232,0.06326021207154886,16.557375210269864
73,1149,16243,2314,1540,217,78301,238,0.060935223522383904,16.577607722038127
74,1043,16081,2077,1356,192,79003,250,0.05908739407457049,16.600571531847695
75,905,15948,1864,1211,173,79645,256,0.05694935445154617,16.62281436211371
76,804,15829,1687,1058,161,80200,263,0.05503667199280756,16.642636168931652
77,709,15714,1517,948,149,80700,265,0.053257216367589684,16.664202096695394
78,642,15601,1347,850,138,81152,272,0.051849045530624756,16.68100313609396
79,562,15519,1232,763,137,81513,276,0.050908122193993176,16.693793569776762
80,502,15446,1100,666,122,81884,282,0.049740264101400006,16.7043143554673
81,450,15379,980,583,112,82209,289,0.048671982449683696,16.716991870985456
82,406,15308,857,553,99,82480,299,0.047781529768847905,16.72550649873102
83,347,15254,767,485,85,82755,309,0.047196322728662476,16.735282020819636
84,306,15213,660,454,79,82979,311,0.046304754053431915,16.741134385204447
85,266,15180,592,385,73,83193,313,0.04593484949183264,16.74954159795946
86,239,15140,537,327,66,83377,316,0.04515230124401537,16.75340088198259
87,211,15097,469,304,59,83546,316,0.044499379862634664,16.7607117952055
88,191,15063,422,272,55,83681,318,0.044222578334887394,16.766671545958534
89,180,15033,381,235,48,83806,319,0.04377035046700587,16.76858902362308
90,165,15015,337,197,42,83927,319,0.04336836822467384,16.772646617319747
91,144,14996,282,179,34,84047,320,0.042816388915383884,16.7763709849726
92,120,14977,263,159,31,84132,320,0.04248267941137195,16.78154689833242
93,101,14962,238,145,26,84209,321,0.042185029741217385,16.785530400388442
94,91,14942,209,137,22,84280,321,0.04206460341406313,16.787969858220666
95,82,14933,179,114,19,84353,322,0.041981781683363285,16.788466398311716
96,69,14927,153,105,17,84409,322,0.04184411990888899,16.78945582677078
97,57,14920,130,106,16,84450,323,0.04153581574904943,16.791177436867923
98,48,14914,123,95,13,84486,323,0.04168969258783472,16.79329586183563
99,32,14910,116,82,12,84527,323,0.04130177746537887,16.79310248535734
100,32,14901,97,67,8,84574,323,0.041333623466599516,16.79621258076138
101,27,14900,78,58,8,84608,323,0.04117255984664582,16.795096209391502
102,24,14896,68,45,7,84638,324,0.0408276257478552,16.79701924215744
103,21,14893,63,38,8,84655,324,0.040976530974252766,16.800152068798287
104,24,14886,53,33,9,84672,325,0.04078475570561681,16.79924488543487
105,20,14881,47,29,9,84691,325,0.04069225371760003,16.80104024658139
106,22,14878,37,25,9,84706,325,0.040657475176916334,16.802012132862668
107,21,14875,27,19,6,84729,325,0.04060084819859083,16.80234072157742
108,18,14875,24,16,6,84738,325,0.04052474151322533,16.802425704511375
109,12,14874,24,17,5,84745,325,0.040446878483791845,16.802467809595665
110,7,14874,19,20,5,84752,325,0.04049600035900878,16.805454470367273
111,5,14873,18,18,4,84759,325,0.04047727929443014,16.803986084207637
112,3,14872,18,17,3,84764,325,0.04047594809701077,16.802583175244354
113,3,14872,14,12,3,84773,325,0.04046683425561297,16.80295353234112
114,3,14871,14,12,3,84774,325,0.04036551463952849,16.802865950849814
115,4,14870,12,10,2,84779,325,0.04041562255847873,16.805044863738907
116,4,14869,10,10,0,84783,326,0.040384261990630346,16.80462221983697
117,4,14868,7,7,0,84790,326,0.04053997912378831,16.804307408249812
118,4,14868,6,3,0,84795,326,0.04031175119660654,16.803506897445185
119,4,14867,5,2,0,84798,326,0.04031684409194276,16.80433638061326
120,3,14867,4,1,0,84801,326,0.04040183126666026,16.80425329076065
121,2,14867,4,2,0,84801,326,0.040285310413234805,16.802993108329193
122,1,14867,4,2,0,84802,326,0.040340301283390265,16.804455470778237
123,2,14866,4,2,0,84802,326,0.0404080417325938,16.803959025912608
124,1,14866,4,2,0,84803,326,0.040195483138806096,16.804475866862763
125,2,14865,4,1,0,84804,326,0.040376714321105615,16.805269207090575
126,3,14864,4,1,0,84804,326,0.04025531498665271,16.804136682237534
127,3,14864,3,1,0,84805,326,0.04017230882885359,16.80628417827658
128,2,14864,3,1,0,84806,326,0.040362655515997006,16.806122045885196
129,2,14864,3,0,0,84807,326,0.04052373791393782,16.80334522661527
130,3,14862,3,0,0,84808,326,0.04027187461137342,16.80264913140736
131,2,14862,3,1,0,84808,326,0.04017035319296295,16.806096921975257
132,2,14862,2,1,0,84809,326,0.04036798141915865,16.805911697858065
133,3,14861,2,1,0,84809,326,0.040229725578998066,16.804647596061375
134,3,14861,2,1,0,84809,326,0.040139905893130885,16.80647086805186
135,1,14861,4,1,0,84809,326,0.04034162761343548,16.807013503096943
136,1,14861,3,1,0,84810,326,0.04025515258865371,16.80484407414754
137,1,14861,3,1,0,84810,326,0.04033454235560207,16.805004449521245
138,0,14861,3,1,0,84811,326,0.04026138780271031,16.804817761484166
139,0,14861,3,0,0,84812,326,0.040297374652107705,16.8056693678149
