,e,s,i1,i2,c,r,d,compliance,contacts
0,750,97775,778,700,0,0,0,0.04669317615361943,17.707014640397333
1,1416,97109,668,602,5,203,0,0.04649990280405764,17.157519164493074
2,2051,96474,567,501,11,399,0,0.045785650667016425,17.15764813711941
3,2614,95911,459,402,15,602,0,0.04485835753682935,17.173150497391312
4,2277,95498,786,617,19,806,0,0.04403749366789971,17.189162318336418
5,2580,95195,669,494,24,1041,0,0.04588320722256499,17.20566684844027
6,2434,94675,953,667,28,1246,0,0.045075384301785065,17.171898618578336
7,2204,94270,1236,815,30,1448,0,0.04647699526076576,17.18786551871348
8,2346,93565,1570,1044,30,1448,0,0.048128304509188466,17.15316749648157
9,2871,92627,1806,1221,30,1448,0,0.05007938038023169,17.11709906758715
10,3618,91577,1991,1339,30,1448,0,0.05191997044873352,17.07227633015576
11,4247,90428,2319,1531,30,1448,0,0.05302338560472112,17.038637812785975
12,4996,89274,2132,1373,36,2192,0,0.054802897415834356,17.01677904945633
13,5608,87957,2562,1648,31,2197,0,0.053428881617125966,16.979691070010958
14,5835,86792,2740,1742,37,2855,2,0.05617922329904819,16.99908606254075
15,6103,85474,2971,1926,44,3483,2,0.05710103227541014,16.950745318172878
16,6324,84104,3345,2138,47,4041,4,0.05865974443375103,16.940829345464763
17,6659,82615,3836,2388,45,4456,4,0.060952455995258725,16.909060864660077
18,6946,81011,4525,2713,48,4755,5,0.06326986685605192,16.869546649219593
19,7550,79242,4937,2946,58,5264,6,0.06648310907161387,16.825754965605082
20,8273,77201,5512,3284,61,5666,6,0.0687878887908532,16.765495409105885
21,9013,75091,5927,3534,76,6356,6,0.07180122213807845,16.721970919582755
22,9712,72903,6256,3756,88,7282,6,0.07467107753349703,16.668310809195816
23,10300,70711,6631,3935,99,8321,6,0.07683490717847112,16.61470664859171
24,10824,68418,7040,4146,117,9452,6,0.07861366118055912,16.574391819916663
25,11041,66160,7576,4497,135,10588,6,0.08090772791936711,16.548057714181798
26,11181,63910,8038,4828,138,11898,10,0.08438859300121607,16.511191996231204
27,11348,61555,8695,5194,143,13054,14,0.0875244659893057,16.454148128604782
