,e,s,i1,i2,c,r,d,compliance,contacts
0,348,99075,277,303,0,0,0,0.8789238651696221,8.100139385102949
1,506,98917,248,250,4,78,0,0.8789077021761968,8.096421796873983
2,676,98747,213,203,6,158,0,0.8792081239658113,8.095754729247723
3,788,98635,182,158,7,233,0,0.8792694008362446,8.093816838078354
4,521,98554,345,265,11,307,0,0.8793891949771419,8.093237642582938
5,603,98472,294,221,14,399,0,0.8795909621628186,8.092824692601917
6,592,98325,344,252,16,474,0,0.8796191238759666,8.091034600680821
7,541,98206,406,270,19,561,0,0.8798121560819497,8.090839878852966
8,614,98021,477,311,19,561,0,0.8799091368031666,8.08929807269585
9,698,97856,529,340,19,561,0,0.8800957871976266,8.088284501739878
10,786,97686,582,369,19,561,0,0.8802884651523073,8.086693072160125
11,856,97469,674,424,19,561,0,0.8805250705199993,8.085282023052244
12,950,97256,544,325,24,904,0,0.8807931825613071,8.083430585150682
13,1007,97014,659,395,20,908,0,0.8808831013186882,8.081375684933517
14,1053,96803,677,384,21,1065,0,0.8757389736201163,8.09005770448877
15,1132,96554,681,380,22,1234,0,0.8738263085771306,8.118449569724511
16,1159,96310,748,418,21,1347,0,0.870900837840002,8.136271753063086
17,1161,96095,820,478,19,1429,1,0.8686191688951199,8.15434643932424
18,1163,95851,921,537,17,1513,1,0.8666072445524586,8.169894170949066
19,1213,95590,973,549,20,1657,1,0.8647901200298924,8.182962101858847
20,1248,95306,1049,603,22,1774,1,0.8632264714991861,8.194610855082342
21,1323,94987,1082,629,25,1956,1,0.8618977956295585,8.204755131143862
22,1371,94724,1091,670,29,2117,1,0.8607769433914083,8.213121792346046
23,1451,94400,1132,703,33,2283,1,0.8597982281089277,8.220617399419902
24,1514,94076,1146,733,32,2500,2,0.8589475973888946,8.226587790925619
25,1571,93735,1202,748,38,2707,2,0.8582439104251856,8.229782838371932
26,1551,93436,1253,774,40,2946,3,0.8576611868337456,8.234086668675873
27,1639,93085,1267,812,42,3155,3,0.8571524957211535,8.23808152239371
28,1677,92723,1309,845,41,3405,3,0.8567780175785668,8.240659109710514
29,1672,92404,1353,881,42,3648,3,0.8565541848106472,8.24295755568767
30,1721,92014,1450,910,44,3861,3,0.8562812589632445,8.24421830466094
31,1826,91610,1483,932,41,4106,5,0.8561531310950782,8.245176064082775
32,1875,91210,1546,959,43,4365,5,0.8560272730131007,8.2433462685823
33,1944,90779,1577,1006,43,4648,6,0.8559672796859354,8.24353883607568
34,2064,90340,1559,1024,45,4963,8,0.8559688813829263,8.241139786740227
35,2131,89883,1643,1067,41,5229,9,0.8559571383523128,8.239274361069725
36,2182,89428,1692,1098,41,5552,10,0.8561075074433078,8.237416441075368
37,2252,88958,1751,1115,39,5876,12,0.8561224575037869,8.2361863347325
38,2315,88464,1794,1162,39,6217,12,0.8562328199733181,8.23563696368876
39,2405,87935,1875,1221,41,6513,13,0.8563708515939312,8.234927853941008
40,2445,87438,1950,1252,42,6863,13,0.8565036385855582,8.232125305517538
41,2538,86890,2032,1263,45,7222,13,0.8566874400722088,8.230842079238217
42,2604,86354,2136,1310,48,7538,13,0.8568371792950125,8.229541828691783
43,2679,85785,2194,1356,49,7927,13,0.8570441434660135,8.228358466836225
44,2710,85225,2284,1391,50,8330,13,0.8572688877049672,8.22670492904556
45,2768,84670,2325,1447,48,8731,14,0.851979704747056,8.234803689567762
46,2836,84054,2417,1472,45,9165,14,0.8502129142386439,8.264453849500763
47,2899,83455,2480,1506,48,9601,14,0.8473217146974087,8.281309662779053
48,2979,82806,2543,1555,51,10054,15,0.8451439753451134,8.298747419065476
49,3072,82153,2600,1603,53,10507,15,0.8432729498540272,8.313853903474119
50,3158,81512,2648,1640,52,10978,15,0.8415816487400415,8.326532267154944
51,3196,80858,2717,1693,51,11473,15,0.840094638007161,8.337604870985224
52,3261,80194,2757,1723,57,11994,17,0.8334160720046088,8.35721818650016
53,3275,79531,2866,1766,59,12487,19,0.8303650036858787,8.396926015009026
54,3269,78884,2917,1820,61,13032,20,0.8264267844237401,8.422392081052738
55,3301,78211,2972,1870,66,13562,21,0.8232919854613993,8.447603840581447
56,3389,77469,3008,1919,67,14129,22,0.8206238845494376,8.469816403142085
57,3402,76792,3068,1963,71,14685,22,0.8181911415600627,8.48793555945722
58,3431,76100,3150,1989,77,15234,22,0.8161587327951701,8.504176087659156
59,3528,75356,3167,2003,80,15847,22,0.8144227064375994,8.518068219309095
60,3553,74658,3211,2033,84,16441,23,0.8128489980694903,8.529343770367406
61,3486,73983,3258,2079,82,17092,23,0.8115893975740888,8.539951013548778
62,3500,73292,3263,2098,89,17738,23,0.810507314677087,8.548616417256413
63,3530,72570,3307,2105,91,18377,23,0.8095818719420768,8.55570822251081
64,3498,71858,3356,2146,93,19026,26,0.8087978814605431,8.561973529788538
65,3545,71113,3385,2151,91,19688,30,0.8081800286982835,8.567949783496896
66,3595,70388,3385,2163,94,20348,30,0.8075418131778115,8.572099159764726
67,3603,69689,3400,2192,88,20999,32,0.8070757820530388,8.576729580710438
68,3613,68957,3411,2230,94,21665,33,0.8066677550422543,8.580959463066165
69,3647,68211,3385,2226,107,22393,34,0.8063533016071145,8.584203481736683
70,3601,67512,3449,2230,105,23071,35,0.8060115025640624,8.586297201033686
71,3625,66763,3485,2227,109,23756,38,0.8057735557611686,8.588950152270217
