,e,s,i1,i2,c,r,d,compliance,contacts
0,325,99075,298,305,0,0,0,0.00827388571114817,17.087132795278514
1,627,98773,252,258,1,92,0,0.010558723974080145,16.95712816917926
2,920,98480,210,209,2,182,0,0.01660659692310285,16.903629508644038
3,1147,98253,173,167,6,257,0,0.019932755451392104,16.828544033104496
4,963,98112,324,249,7,348,0,0.023474909835886886,16.77798873151245
5,1099,97976,288,214,9,417,0,0.027370573907220405,16.733903095053474
6,1055,97718,435,265,10,520,0,0.029671527886499332,16.678676097339878
7,990,97490,571,349,12,591,0,0.03338866354188069,16.645556345377734
8,1160,97093,706,441,12,591,0,0.03639974154120763,16.593221759515487
9,1540,96572,787,501,12,591,0,0.040140925314372466,16.541562606196482
10,1957,96019,869,555,12,591,0,0.04374793795839536,16.483606719825872
11,2289,95429,1038,644,12,591,0,0.04759487875595153,16.42557549673277
12,2658,94832,969,616,16,912,0,0.05187892134107231,16.36539870395521
13,2884,94209,1208,774,15,912,1,0.05518844523384937,16.29866059379765
14,2988,93584,1344,857,18,1211,1,0.06047887610844517,16.249224579638803
15,3166,92853,1498,963,23,1499,1,0.06436905258318376,16.165823638056363
16,3361,92068,1746,1078,26,1723,1,0.07011947125559179,16.10099590147748
17,3630,91202,2018,1262,28,1862,1,0.0754090204060493,16.016033001608562
18,3964,90245,2304,1463,29,1997,1,0.08210109216018253,15.932441179318404
19,4445,89139,2534,1600,32,2252,1,0.08906921149894764,15.829406252830859
20,4923,87930,2846,1791,35,2477,1,0.09644765120498572,15.716033615808024
21,5427,86641,3119,1906,43,2866,1,0.1048575906579491,15.598541451154176
22,5933,85269,3313,2057,51,3379,1,0.11298956065477514,15.467006563115298
23,6424,83821,3547,2227,60,3923,1,0.12219161621350746,15.342193259943633
24,6884,82255,3827,2463,67,4505,2,0.13133066957405895,15.20948990027712
25,7270,80660,4250,2652,78,5091,2,0.1414263809544998,15.075560946094082
26,7558,79083,4690,2878,81,5711,2,0.15122155078073918,14.932241249243724
27,8043,77226,5121,3194,87,6329,3,0.16179976060804588,14.799526785556417
28,8586,75235,5555,3477,90,7056,4,0.17276647798789904,14.65954972714628
29,9023,73232,6035,3778,92,7839,4,0.18384091243319417,14.51436626279162
30,9487,71173,6535,4007,102,8695,4,0.19554532225795593,14.370330533851634
31,10033,69050,6943,4219,110,9641,7,0.206834177881657,14.22122245410866
32,10357,66869,7431,4482,121,10733,10,0.21828481747489564,14.08054023338319
33,10534,64701,7886,4809,134,11927,12,0.22982253813065626,13.943146737756162
34,10622,62610,8267,5142,140,13209,13,0.2416216391019986,13.803600023985668
35,10773,60400,8723,5373,154,14562,18,0.2535736224194737,13.658095806891795
