,e,s,i1,i2,c,r,d,compliance,contacts
0,737,97775,786,705,0,0,0,0.030573612377403327,17.785319652399558
1,1393,97119,676,615,6,194,0,0.03475669939226217,17.392908854937332
2,2039,96473,556,513,10,412,0,0.0429921023067489,17.30677544383622
3,2569,95943,448,419,13,611,0,0.04492183956728346,17.22232302511848
4,2249,95526,779,587,18,844,0,0.045976388316892346,17.19917495155412
5,2561,95214,678,486,20,1044,0,0.048259425849518166,17.192054643318556
6,2413,94706,969,640,24,1251,0,0.04760659942388909,17.152397133311528
7,2253,94220,1262,777,29,1462,0,0.04999204543627654,17.162948860923557
8,2512,93431,1620,949,29,1462,0,0.05127330865912057,17.119247808703605
9,2999,92527,1868,1118,29,1462,0,0.05380094073616531,17.088429157738073
10,3772,91442,2064,1234,29,1462,0,0.05637819999338911,17.043615757699378
11,4384,90322,2375,1431,29,1462,0,0.05849031723800644,16.99776715506525
12,5042,89178,2227,1328,39,2189,0,0.061732683093209846,16.960399962966978
13,5570,87861,2699,1645,33,2194,1,0.06181040531398964,16.903176037168844
14,5922,86605,2858,1734,33,2849,2,0.06616862089417538,16.899037945261654
15,6272,85170,3131,1900,47,3480,3,0.06725601850437236,16.82798176704466
16,6513,83809,3483,2138,46,4010,4,0.07075144370860412,16.80826182785661
17,6853,82325,3944,2404,51,4422,4,0.07376097211583438,16.754148555503217
18,7151,80710,4568,2785,51,4734,4,0.07772968106826622,16.698581532475636
19,7607,78998,5040,3061,54,5237,6,0.08293998846257983,16.631112994233227
20,8111,77059,5599,3451,60,5717,6,0.08722026293763313,16.549092539065438
21,8722,75087,5977,3645,77,6489,6,0.09328889188888971,16.47556155095973
22,9402,72923,6329,3873,91,7379,6,0.09739398865371567,16.380104116209136
23,10024,70686,6673,4059,108,8447,6,0.10208358786610247,16.31495082568086
24,10564,68434,7027,4297,122,9549,10,0.10579359551359609,16.24324868496838
25,10864,66195,7476,4643,139,10676,10,0.10984111725682155,16.18734689820077
26,11163,63924,7888,4886,161,11970,11,0.11461407214236118,16.125233811088183
27,11323,61600,8453,5229,164,13215,19,0.11882047001839963,16.054855601856758
28,11394,59292,8945,5539,177,14636,20,0.12385215698479964,15.987553441940966
29,11520,56914,9468,5907,196,15974,24,0.12864187589528775,15.918327153948189
30,11628,54567,9908,6222,210,17441,27,0.134101312758436,15.8555623700063
31,11780,52144,10266,6520,223,19039,31,0.13899398141616126,15.778357588487355
32,11712,49888,10669,6729,240,20732,33,0.1438742100952773,15.7237165261248
33,11585,47707,10932,6835,263,22643,38,0.1477286625691651,15.66715910742721
34,11421,45493,11149,7024,275,24595,46,0.15033718406852312,15.630491202387004
35,11220,43347,11268,7088,285,26744,51,0.15345891999286096,15.604503065524828
36,10999,41145,11394,7148,301,28957,59,0.15503924291491686,15.57893106919425
37,10648,39240,11412,7134,317,31191,61,0.15670319032053612,15.574947032960406
38,10247,37460,11436,7052,320,33416,72,0.15727808877750182,15.57635091135973
39,9807,35686,11472,6959,336,35663,80,0.15672871915186323,15.593727115835026
40,9316,34031,11294,6959,350,37969,84,0.1557594301763288,15.618660403191983
41,8647,32498,11249,6898,356,40267,88,0.15563526141838246,15.652074378885821
42,8201,31039,10983,6691,360,42637,92,0.15450602855239712,15.672798179667597
43,7848,29612,10602,6505,371,44971,94,0.1522848334180147,15.708059790342222
44,7346,28340,10228,6230,373,47386,100,0.1499662458367302,15.757264127173576
45,6832,27199,9840,6017,364,49637,114,0.14638443001710064,15.809788784013946
46,6396,26102,9351,5858,360,51812,124,0.14293218427752685,15.874135912472775
47,5938,25101,8811,5643,367,54009,134,0.13988834264596664,15.935168662064884
48,5389,24223,8398,5337,362,56141,153,0.1365261573379057,15.989028183408845
49,4930,23410,7812,4993,363,58333,162,0.13232991882756054,16.047988792803427
50,4532,22667,7327,4714,364,60224,175,0.12768979677347506,16.117058747032473
51,4085,22017,6894,4464,351,62010,182,0.12319645013369575,16.190924167246116
52,3717,21384,6409,4176,344,63784,189,0.11882610803628946,16.255259254076254
53,3425,20798,5955,3853,333,65440,199,0.11424090910774722,16.31956333176577
54,3060,20350,5580,3508,336,66967,202,0.10929793405189635,16.384876295871706
55,2756,19911,5145,3227,328,68421,215,0.10434679301249924,16.44953320319032
56,2501,19516,4663,2932,321,69843,227,0.09989168324285087,16.513379136341268
57,2251,19133,4270,2686,309,71114,240,0.09506883229104371,16.573046007196368
58,1974,18824,3929,2472,306,72248,250,0.0911183899767689,16.633336845972657
59,1819,18531,3547,2205,285,73356,260,0.08733992960747983,16.682510678586425
60,1639,18272,3189,2001,263,74370,269,0.0831455589912624,16.73111885945823
61,1488,18028,2874,1833,242,75260,278,0.07964698147978214,16.783308357829156
