,e,s,i1,i2,c,r,d,compliance,contacts
0,320,99075,328,280,0,0,0,0.007880715571560212,17.788959208295424
1,643,98752,275,239,2,92,0,0.010131926797271205,17.664794733085472
2,920,98475,221,198,5,184,0,0.01610341229829936,17.61295305321887
3,1169,98226,185,152,5,266,0,0.01945561971031721,17.540356934606162
4,1017,98058,337,231,7,353,0,0.02283922440394426,17.490076565518972
5,1154,97921,287,190,10,441,0,0.02673390113314082,17.447384364575598
6,1083,97669,429,282,11,529,0,0.028884196476259828,17.388671234634476
7,1023,97452,568,352,13,595,0,0.03301883858702274,17.356986512324006
8,1207,97019,724,445,13,595,0,0.03579398570602794,17.296634322926227
9,1549,96509,822,515,13,595,0,0.03995014555791936,17.246566692531424
10,1974,95947,901,573,13,595,0,0.04366758472124647,17.180371668622158
11,2300,95369,1060,666,13,595,0,0.04790183208874922,17.116627031110237
12,2685,94767,993,630,21,907,0,0.05245910548150724,17.050241244032193
13,2929,94090,1249,807,19,909,0,0.056035470782857116,16.975355468824564
14,3040,93469,1374,869,18,1233,0,0.06182864805610265,16.918494596212906
15,3306,92641,1544,984,23,1505,0,0.06586570381388392,16.826646199842333
16,3635,91734,1759,1098,22,1755,0,0.07218402702626565,16.759050973646904
17,4083,90684,2021,1270,23,1921,1,0.07757143361097849,16.666763057955162
18,4452,89638,2365,1466,22,2059,1,0.0844471783917658,16.58334217595211
19,4992,88477,2564,1636,23,2310,1,0.09138853422335404,16.484868797071268
20,5358,87283,2945,1866,27,2523,1,0.09881393382562194,16.375067948055666
21,5796,85938,3233,2052,35,2948,1,0.10747210032358773,16.26649196055567
22,6282,84402,3555,2270,46,3447,1,0.11598888629289801,16.140221694196164
23,6751,82887,3836,2473,60,3995,1,0.1256036815855811,16.015835590458643
24,7274,81203,4199,2693,59,4572,3,0.13520702287051903,15.881927170142935
25,7751,79532,4588,2896,73,5160,3,0.14532466984643092,15.748508520082687
26,8133,77805,4999,3153,80,5830,3,0.15561514241716023,15.610022023270403
27,8514,75888,5591,3476,88,6442,4,0.16651171003062049,15.468507658101267
28,8907,73980,6060,3694,95,7263,4,0.17820636956558492,15.324330739027765
29,9262,71941,6532,3999,103,8160,6,0.18929684024593021,15.167986199922783
30,9609,69923,6982,4170,120,9193,6,0.20186581995664174,15.020697665038016
31,10025,67780,7395,4438,131,10227,7,0.213071230459372,14.866160675855713
32,10198,65690,7869,4720,143,11374,9,0.22533849442219203,14.72422618260686
33,10519,63461,8303,5000,152,12558,10,0.23702909306535214,14.570902647864324
34,10823,61118,8722,5275,169,13885,11,0.24907365063162112,14.426550149340342
35,11115,58808,9008,5471,184,15402,15,0.26086916885549233,14.281851308171994
36,11178,56602,9333,5774,197,16900,19,0.27200160743933155,14.141359018066336
37,11226,54464,9565,5948,206,18572,22,0.28369106164231667,14.01315082634668
38,11038,52423,9842,6229,218,20230,23,0.29380989544218356,13.88249393457621
39,10764,50354,10226,6461,227,21942,29,0.304777913222968,13.765747014955817
40,10478,48330,10430,6650,243,23840,32,0.31451936914302425,13.644817065726222
41,10243,46359,10590,6788,251,25737,35,0.32422975841112794,13.54280030915509
42,10013,44451,10645,6832,260,27758,44,0.3326962746339675,13.446260720454575
43,9815,42608,10678,6822,269,29764,47,0.33988756612522325,13.360377813176381
