,e,s,i1,i2,c,r,d,compliance,contacts
0,325,98576,298,305,0,499,0,0.8789640386824012,7.882564373064688
1,468,97933,252,258,2,1090,0,0.8790073365339005,7.879250738219752
2,617,97284,210,209,3,1680,0,0.8792299377176789,7.878056502498373
3,727,96674,173,167,5,2257,0,0.8793476694348434,7.876536396485746
4,478,96098,311,262,6,2848,0,0.87943022717963,7.875914058296566
5,546,95531,275,227,9,3415,0,0.8795910454304892,7.875629106073733
6,535,94899,312,229,10,4018,0,0.8796030009357297,7.874270364913883
7,470,94317,361,256,13,4586,0,0.879803772853247,7.874088173593864
8,568,93610,434,293,13,5085,0,0.8799103661840552,7.8728762915652695
9,764,92843,484,319,13,5580,0,0.8800385576069447,7.871901279565904
10,921,92123,523,348,13,6075,0,0.8801930528087532,7.870877911137514
11,996,91417,606,397,13,6574,0,0.8803476790423945,7.869668072407621
12,1090,90743,464,298,18,7390,0,0.8805917672239606,7.868326912159565
13,1063,90064,593,377,16,7890,0,0.8806230359479195,7.866456032242562
14,924,89433,682,417,18,8529,0,0.8754352282187003,7.875118391087068
15,880,88758,735,440,19,9170,1,0.8736384204059858,7.903184247025381
16,864,88071,791,481,19,9776,1,0.8707826743448953,7.919802764616548
17,876,87395,854,520,18,10338,2,0.8685109010169662,7.936774926960184
18,868,86763,919,568,17,10866,2,0.8666218858450937,7.951654340974244
19,941,86096,923,565,16,11459,3,0.8648923293178871,7.964302902481907
20,948,85467,990,595,18,11982,3,0.8633742113608623,7.9751111646922
21,960,84806,974,594,20,12646,3,0.8621289893660333,7.9848796018885215
22,1010,84089,924,562,25,13390,3,0.8609519656057473,7.992986624378527
23,1066,83381,895,539,30,14089,3,0.8599817535270841,8.000540949174187
24,1089,82662,899,534,31,14785,3,0.8590367538499066,8.006981659809922
25,1109,81968,895,548,34,15446,3,0.8582638714338465,8.013280998328856
26,1121,81285,925,540,37,16092,3,0.8575443665424464,8.018673999078167
27,1086,80619,987,585,34,16688,4,0.8568659644327528,8.023224581987474
28,1064,79963,1006,614,38,17314,4,0.8563839563292195,8.027743716647237
29,1094,79291,1037,621,39,17917,4,0.85583822207658,8.031190079903944
30,1154,78609,1040,636,42,18518,4,0.8554158619628455,8.034449106320402
31,1207,77901,1057,661,42,19130,5,0.8550321696118726,8.037343348802137
32,1243,77204,1057,660,42,19792,5,0.8547370337537238,8.03721764301058
33,1275,76479,1080,656,45,20463,5,0.8544436710567286,8.039090504764234
34,1273,75735,1112,680,46,21149,8,0.8541706011224492,8.041066957756845
35,1258,75000,1128,692,47,21870,8,0.8539699555684311,8.036017784084521
36,1239,74265,1167,692,42,22589,9,0.853730715593547,8.037302054009587
37,1255,73535,1163,708,43,23290,9,0.8536233895378124,8.036657222651405
38,1263,72802,1183,719,43,23981,12,0.8534709006333505,8.037811491021028
39,1251,72067,1228,716,44,24685,12,0.8533803661518801,8.033807053814588
40,1246,71350,1244,748,41,25362,12,0.8532286754216969,8.03465952896186
41,1250,70624,1265,769,41,26042,12,0.8532449828252102,8.03562361320972
42,1225,69931,1258,774,41,26762,12,0.8530897419736839,8.03601192658618
43,1245,69186,1248,763,43,27506,12,0.8531005241712523,8.036388749976755
44,1246,68457,1230,758,45,28255,12,0.8530653371767177,8.036382441110096
45,1262,67731,1251,744,44,28959,12,0.8474846210542887,8.046223183540164
46,1268,66997,1256,753,43,29673,13,0.8452915284030635,8.07765888198845
47,1310,66246,1223,761,42,30406,15,0.8422091060977225,8.097661701356218
48,1332,65489,1233,765,49,31120,15,0.8395302894835158,8.1176079840537
49,1345,64769,1231,764,48,31831,15,0.8373128493628231,8.135889641403812
50,1325,64080,1241,761,46,32535,15,0.8351748740179542,8.151507453289296
51,1325,63371,1258,756,50,33228,15,0.8333480857913649,8.165928398268985
52,1314,62652,1264,779,51,33928,15,0.8260737972394799,8.188476349422212
53,1271,61962,1284,800,51,34620,15,0.8224999754070768,8.232904526213547
54,1237,61317,1293,797,52,35292,15,0.8181905593445,8.262818961582411
55,1247,60658,1300,802,52,35929,15,0.8143773395118541,8.29178138886168
56,1219,60048,1297,797,50,36577,15,0.8112250776369008,8.318351354384808
57,1222,59383,1301,810,50,37221,16,0.8082198926529528,8.34095165701032
58,1220,58755,1296,797,52,37866,17,0.8056208063962396,8.361793433946351
59,1244,58072,1270,789,54,38556,18,0.8032357941859241,8.38041390919875
60,1274,57379,1266,773,53,39238,20,0.8011420719390463,8.397617359119668
61,1277,56752,1228,753,51,39922,20,0.7992745034510154,8.412725769318378
62,1229,56110,1238,750,50,40606,20,0.7975549909182496,8.426337964853548
63,1198,55485,1247,741,52,41258,22,0.7960095908561806,8.439022893400573
64,1166,54861,1247,731,53,41922,23,0.7946291108529878,8.450533005251195
65,1081,54309,1259,740,57,42534,23,0.7933186476738776,8.46094995620349
66,1005,53775,1246,741,57,43155,24,0.7922466918648637,8.470622140499026
67,975,53202,1237,743,54,43768,24,0.7912703957264616,8.479022876166415
68,962,52634,1212,727,55,44388,25,0.7902998117064141,8.486229524689193
69,935,52095,1202,723,57,44966,25,0.789476912692325,8.49347684221122
70,939,51639,1164,694,54,45486,27,0.7887455002220622,8.499289120527116
71,974,51159,1106,666,49,46021,28,0.7880353918047128,8.504618349686321
72,946,50796,1072,639,48,46471,31,0.7873442300928986,8.510242714852398
73,927,50178,1028,599,51,47188,32,0.7867261140953222,8.515366890349604
74,898,49570,995,588,51,47869,32,0.7860899904436056,8.52006913011889
75,833,48959,976,592,48,48562,33,0.785566439629005,8.524756414301486
76,780,48367,976,572,49,49226,33,0.784989035360871,8.528948520292273
77,759,47789,932,559,44,49885,35,0.7844963303150427,8.532829628084293
78,700,47236,925,548,49,50510,35,0.7840260455714211,8.53645595082016
79,671,46659,920,556,52,51110,35,0.783579164247081,8.54025130524515
80,660,46116,882,544,55,51711,35,0.7831924800873282,8.543982194457653
81,646,45557,852,514,54,52343,37,0.7828084091374352,8.54718247450257
82,629,45000,814,501,52,52970,37,0.7824045184934457,8.550325820880204
83,625,44462,770,464,55,53590,37,0.7821041351047241,8.55349996494004
84,605,43929,717,456,56,54202,38,0.7816750526344864,8.556010219929453
85,575,43381,712,428,54,54814,39,0.7813496652011275,8.559193863898631
86,543,42865,657,428,56,55414,40,0.7865568163284951,8.551591185602808
87,518,42363,644,402,59,55975,42,0.7885276844278637,8.520373066287535
88,499,41855,632,394,57,56523,43,0.791176478111891,8.501247707147478
89,475,41365,612,386,59,57063,43,0.7936313649387972,8.482868662942428
90,453,40925,594,362,52,57574,43,0.7955643157196459,8.465528442195875
91,438,40506,575,353,49,58039,43,0.797357492598378,8.451115417806832
92,407,40083,557,336,48,58528,44,0.7989532581128259,8.438935002206765
93,372,39692,528,337,46,58982,46,0.8002572775416139,8.427517676422976
94,340,39250,515,312,48,59492,46,0.8015126434307432,8.418380809129838
95,332,38850,479,301,43,59950,48,0.8025568167182128,8.409867984074651
96,318,38400,453,288,39,60456,49,0.8034634856714683,8.402251885956588
97,312,37977,424,271,39,60931,49,0.8042883291576697,8.39584452206757
98,300,37606,408,254,37,61349,49,0.804988892344348,8.390078580709641
99,292,37222,390,234,31,61783,51,0.8055852229565237,8.385088184969897
100,269,36827,370,224,29,62232,52,0.8060523852778061,8.380953482597336
101,249,36477,348,212,26,62638,53,0.8064927769328077,8.377884780963706
102,231,36191,333,199,27,62969,53,0.8068853567373232,8.374531921514773
103,204,35937,320,189,27,63273,53,0.8072380098620501,8.372167722202011
104,190,35605,302,176,25,63650,55,0.8073978864952617,8.369934475592089
105,180,35176,285,171,24,64112,55,0.8076088929735612,8.368821867060966
106,171,34688,268,169,22,64629,56,0.8077777317001442,8.367696519027007
107,171,34199,261,162,23,65131,56,0.8078352038825974,8.366640471493858
108,166,33732,234,147,20,65648,56,0.8080460671114692,8.365717972664731
109,158,33287,224,126,22,66128,58,0.8080239202987344,8.364688031468836
110,142,32837,206,118,22,66619,59,0.8081389855475571,8.364278304082301
111,125,32420,197,111,22,67068,60,0.8081841260046553,8.364013661876326
112,98,31978,193,109,21,67544,60,0.8082095129441058,8.363646982504841
113,94,31569,176,102,20,67982,60,0.8082635975036939,8.363548922916726
114,85,31151,159,100,17,68431,60,0.8082629225734189,8.363334863530635
115,83,30727,139,96,16,68882,60,0.8082003872981264,8.363286078191424
116,85,30329,136,93,13,69286,61,0.808203042917888,8.363805358753801
117,84,29908,121,89,12,69728,61,0.8082237872463305,8.364138224590432
118,82,29487,108,84,11,70170,61,0.8081232513114374,8.363863652401115
119,77,29122,96,77,10,70560,61,0.8081405437730139,8.36455130591754
120,71,28763,84,63,10,70951,61,0.8080977611309234,8.364676809490392
121,58,28422,85,63,6,71307,62,0.8080258945663736,8.364901352109296
122,51,28069,85,51,3,71681,63,0.8079484618779623,8.36529250119445
123,46,27708,82,50,2,72052,63,0.8079082195855916,8.365976465610645
124,40,27362,78,47,2,72411,63,0.807845089537502,8.366487782166626
125,35,27059,78,42,3,72723,63,0.8077574258914642,8.366916541981459
126,36,26714,76,36,3,73075,63,0.807695366059812,8.36759462595758
127,37,26462,68,34,3,73336,63,0.8076384564174445,8.36826436612081
128,34,26245,62,33,3,73563,63,0.8075565134694533,8.368958973289743
129,38,25803,54,26,3,74016,63,0.8075105619841438,8.369357323308396
130,40,25362,46,25,2,74464,64,0.8074509796500865,8.369676462025922
131,38,24892,43,23,3,74940,64,0.8073889201931733,8.370098901301187
132,34,24453,38,24,3,75387,64,0.8073315862607073,8.370206754844816
133,31,24020,34,24,3,75827,64,0.807319011313279,8.370754174510157
134,23,23600,39,21,3,76253,64,0.8072882572530284,8.370805475847536
135,23,23189,38,22,3,76664,64,0.8072501767072158,8.37125543504371
136,21,22748,36,22,3,77109,64,0.8072174482198414,8.371550142650934
137,18,22311,36,20,2,77551,65,0.8071620263800036,8.37162332517715
138,15,21921,33,21,2,77946,65,0.80717436343602,8.37191225892787
139,16,21492,30,17,2,78381,65,0.8071432360497296,8.372033689604434
140,11,21058,31,15,4,78819,65,0.8071162934331128,8.372401646774707
141,9,20637,31,14,3,79244,65,0.8070815266568927,8.372543452899356
142,11,20234,21,15,3,79654,65,0.8070246375594055,8.372835565606131
143,12,19862,18,11,2,80033,65,0.8070444350809025,8.373168064802744
144,9,19448,16,9,2,80454,65,0.8069908518434937,8.373216375906553
145,9,19029,15,8,2,80875,65,0.8069487777910888,8.373491342699044
146,7,18629,16,7,2,81277,65,0.8069438918092107,8.373806736261788
147,6,18233,18,6,2,81673,65,0.8068871258878964,8.373934015485466
148,6,17820,14,4,3,82091,65,0.8068512245490679,8.374212000050408
149,8,17458,10,3,4,82455,65,0.8068393511553253,8.3745185236875
150,7,17095,12,2,5,82817,65,0.806731347294942,8.374923689324183
151,8,16741,12,3,5,83169,65,0.8067262319840646,8.375280929857604
152,7,16417,11,3,3,83497,65,0.8067460484567249,8.375539665989113
153,7,16100,10,3,3,83815,65,0.8066729347989618,8.375580550693876
154,7,15796,9,3,3,84120,65,0.8066453386660896,8.37602442407496
155,6,15412,6,4,3,84507,65,0.8066395467568568,8.376025114315661
156,4,15079,5,6,3,84841,65,0.8066147925740222,8.376304020779962
157,3,14737,6,6,3,85183,65,0.8066361306017603,8.376463834913048
158,2,14373,5,6,3,85549,65,0.8066443748371415,8.376342844055555
159,0,14018,5,7,3,85905,65,0.8065977440597911,8.376432750978472
160,1,13690,4,6,3,86233,66,0.8066092899172881,8.376340338601562
161,1,13426,3,6,2,86499,66,0.8066014888054247,8.37652320976892
162,1,13093,2,5,1,86834,67,0.8065811155963254,8.376325241262679
163,1,12794,2,4,1,87134,67,0.8065966115135165,8.376539047898643
164,2,12517,2,2,1,87412,67,0.8065740222125026,8.376532114640165
165,1,12287,2,2,1,87643,67,0.8065697543087255,8.376650565857478
166,1,12087,1,2,1,87844,67,0.8065604164480566,8.376802222150173
167,1,11771,1,0,1,88162,67,0.8065171426582298,8.376984442192468
168,1,11390,1,0,1,88543,67,0.806536862151221,8.37716082362673
169,0,10971,1,1,1,88962,67,0.806539018954354,8.377119974118408
170,0,10558,1,1,1,89375,67,0.8064942469314634,8.376958712879231
171,0,10129,1,1,1,89804,67,0.8065135917589279,8.376988010986057
172,0,9729,1,1,0,90205,67,0.8065187425622908,8.376887850203612
173,1,9323,0,1,0,90611,67,0.8065201241446366,8.376834386456231
174,1,8906,0,1,0,91028,67,0.8065374000900034,8.376996329345886
175,2,8509,0,1,0,91424,67,0.8065281167627858,8.37674836369153
176,2,8123,0,1,0,91810,67,0.8065324004262268,8.37694201775023
177,2,7740,0,0,0,92194,67,0.8065247302014661,8.376930857961892
178,1,7376,0,1,0,92558,67,0.8064812298351837,8.376891575537377
179,1,7052,0,1,0,92882,67,0.8065286434605382,8.376953300796528
180,0,6726,1,1,0,93208,67,0.8064690504529239,8.376943858496249
181,0,6389,1,1,0,93545,67,0.8064893005415292,8.377153580439925
182,0,6067,1,1,0,93867,67,0.8064951225960828,8.377124641701345
183,0,5853,1,1,0,94081,67,0.8065166402633176,8.377208666601126
184,0,5529,1,1,0,94405,67,0.8065295169812915,8.376961411455875
185,0,5104,1,1,0,94830,67,0.8065041675543533,8.376924055642071
186,0,4705,1,0,1,95229,67,0.8065185605357734,8.376988847200462
187,0,4317,1,0,1,95617,67,0.8065209404613378,8.376958606735261
188,0,3909,0,0,1,96026,67,0.8065151620137953,8.377142804930399
189,0,3526,0,0,1,96409,67,0.8065551221074829,8.376986148603635
190,0,3203,0,0,1,96732,67,0.806514019488533,8.376913122619944
191,0,2867,0,0,1,97068,67,0.8064983449363623,8.3769898090646
192,0,2559,0,0,1,97376,67,0.8065325538809832,8.37705105417514
193,0,2225,0,0,1,97710,67,0.8065327225869527,8.376924559367458
194,0,1842,0,0,1,98093,67,0.806520248493221,8.377000223947075
195,0,1430,0,0,1,98505,67,0.8065315719480471,8.377001885766207
196,0,1061,0,0,1,98874,67,0.8065379325597964,8.376748690431942
197,0,741,0,0,1,99194,67,0.8065369887719034,8.376928397383697
198,0,359,0,0,0,99576,68,0.8064822384122023,8.376737179209254
199,0,1,0,0,0,99934,68,0.8065876988426893,8.376986653885211
200,0,0,0,0,0,99935,68,0.8065419523332614,8.3766301463811
201,0,0,0,0,0,99935,68,0.8065614883120179,8.37675832068865
202,0,0,0,0,0,99935,68,0.8065783559199686,8.376663596702471
203,0,0,0,0,0,99935,68,0.80655462162869,8.376615425542854
204,0,0,0,0,0,99935,68,0.8065479024199979,8.376753423060805
205,0,0,0,0,0,99935,68,0.8065589265456516,8.37661468897414
206,0,0,0,0,0,99935,68,0.8065747647963263,8.376572220842714
207,0,0,0,0,0,99935,68,0.8065475852105912,8.376563903677665
208,0,0,0,0,0,99935,68,0.806562658969385,8.376711776479775
209,0,0,0,0,0,99935,68,0.806565804756302,8.376678371054009
210,0,0,0,0,0,99935,68,0.8065223111694209,8.376725042096238
211,0,0,0,0,0,99935,68,0.8065322306235817,8.376554401632452
212,0,0,0,0,0,99935,68,0.8065559476548345,8.376788196715149
213,0,0,0,0,0,99935,68,0.8065626999425035,8.376921790291757
214,0,0,0,0,0,99935,68,0.80651692458785,8.376583890676917
215,0,0,0,0,0,99935,68,0.8065376537374,8.376991217510499
216,0,0,0,0,0,99935,68,0.8065320568907902,8.376913712679958
217,0,0,0,0,0,99935,68,0.8065127991005914,8.377027207921794
218,0,0,0,0,0,99935,68,0.8064971455413279,8.376972694324046
219,0,0,0,0,0,99935,68,0.8065007507239726,8.37707360893608
220,0,0,0,0,0,99935,68,0.8064658131375955,8.377126746018766
221,0,0,0,0,0,99935,68,0.8064245819545425,8.377368047880976
222,0,0,0,0,0,99935,68,0.8064564302002315,8.377641358190488
223,0,0,0,0,0,99935,68,0.8064673515998781,8.377216675833749
224,0,0,0,0,0,99935,68,0.8064685119685049,8.377314313534672
225,0,0,0,0,0,99935,68,0.8064786675834282,8.377077784679349
226,0,0,0,0,0,99935,68,0.8064940080019232,8.377202846596603
227,0,0,0,0,0,99935,68,0.8065287806219299,8.377296557599841
228,0,0,0,0,0,99935,68,0.806491569275977,8.376788529171744
229,0,0,0,0,0,99935,68,0.8064883725116354,8.377205352501703
230,0,0,0,0,0,99935,68,0.8065063162497714,8.377164252075172
231,0,0,0,0,0,99935,68,0.8064919516937304,8.376919611859389
232,0,0,0,0,0,99935,68,0.8065104506173718,8.37712565191365
233,0,0,0,0,0,99935,68,0.80653245130896,8.376940477571452
234,0,0,0,0,0,99935,68,0.8065114059341245,8.37699764547191
235,0,0,0,0,0,99935,68,0.8064712395474165,8.377086566206987
236,0,0,0,0,0,99935,68,0.8064785715299971,8.377382370863144
237,0,0,0,0,0,99935,68,0.8064634650810973,8.377441043076743
238,0,0,0,0,0,99935,68,0.8064581922311439,8.377356954342755
239,0,0,0,0,0,99935,68,0.8064995358756069,8.377235962042818
240,0,0,0,0,0,99935,68,0.8064766308725319,8.377076559307408
241,0,0,0,0,0,99935,68,0.8064975026582114,8.377152622402981
242,0,0,0,0,0,99935,68,0.8065272279804363,8.3771059956075
243,0,0,0,0,0,99935,68,0.806574014098066,8.37679422235091
244,0,0,0,0,0,99935,68,0.8064970124674508,8.376645761791105
245,0,0,0,0,0,99935,68,0.806545671345762,8.376746103030923
246,0,0,0,0,0,99935,68,0.8065377647594607,8.376883836767224
247,0,0,0,0,0,99935,68,0.8065053947148466,8.376887219857725
248,0,0,0,0,0,99935,68,0.806541256653471,8.376839309243438
249,0,0,0,0,0,99935,68,0.8065207701487074,8.37679674845309
250,0,0,0,0,0,99935,68,0.8065662653911752,8.37671209122807
251,0,0,0,0,0,99935,68,0.8065308113822207,8.376700267933058
252,0,0,0,0,0,99935,68,0.8065128616783447,8.376790816917916
253,0,0,0,0,0,99935,68,0.8065221359610224,8.37690625515931
254,0,0,0,0,0,99935,68,0.8065314859065104,8.376823080644874
255,0,0,0,0,0,99935,68,0.8065577085388111,8.376967234758226
256,0,0,0,0,0,99935,68,0.8064841750547229,8.377023979506497
257,0,0,0,0,0,99935,68,0.8065424272107168,8.377217986121053
258,0,0,0,0,0,99935,68,0.8064817065145955,8.376933993101709
259,0,0,0,0,0,99935,68,0.806513038566517,8.377235892845999
260,0,0,0,0,0,99935,68,0.80654188343902,8.376911769742353
261,0,0,0,0,0,99935,68,0.8065447968128584,8.376764721483685
262,0,0,0,0,0,99935,68,0.806535798724749,8.37682381106186
263,0,0,0,0,0,99935,68,0.8065562219254558,8.376888357787243
264,0,0,0,0,0,99935,68,0.8065241389488441,8.376841239215112
265,0,0,0,0,0,99935,68,0.8065285579169662,8.376943535876695
266,0,0,0,0,0,99935,68,0.806559577458281,8.376767148223472
267,0,0,0,0,0,99935,68,0.8065640212180798,8.376750290104363
268,0,0,0,0,0,99935,68,0.806584663965057,8.376601924573897
269,0,0,0,0,0,99935,68,0.8065398438907542,8.376504894035193
270,0,0,0,0,0,99935,68,0.8065830591667236,8.376713072285893
271,0,0,0,0,0,99935,68,0.8065769742309197,8.376727082068873
272,0,0,0,0,0,99935,68,0.8065289256576562,8.376827675900893
273,0,0,0,0,0,99935,68,0.8064908910009491,8.376958854368036
274,0,0,0,0,0,99935,68,0.8065254685565038,8.377247986066736
275,0,0,0,0,0,99935,68,0.8064965128892048,8.377166243541584
276,0,0,0,0,0,99935,68,0.806469761283353,8.377284245608147
277,0,0,0,0,0,99935,68,0.8064798622032133,8.377458198103822
278,0,0,0,0,0,99935,68,0.806446871253946,8.377316526978992
279,0,0,0,0,0,99935,68,0.806474962053768,8.377412057643662
280,0,0,0,0,0,99935,68,0.8064824613620332,8.37759112848088
281,0,0,0,0,0,99935,68,0.8064905016850921,8.377481727626797
282,0,0,0,0,0,99935,68,0.8064604353005738,8.37750279519513
283,0,0,0,0,0,99935,68,0.806440394684932,8.377605211710772
284,0,0,0,0,0,99935,68,0.8064642268343548,8.377824883381637
285,0,0,0,0,0,99935,68,0.8064498767280611,8.377378158435011
286,0,0,0,0,0,99935,68,0.8064416393239712,8.377503781287125
287,0,0,0,0,0,99935,68,0.8064428396379111,8.377628704522499
288,0,0,0,0,0,99935,68,0.8064299580797933,8.377556440889675
289,0,0,0,0,0,99935,68,0.8064711975541359,8.377682503309064
290,0,0,0,0,0,99935,68,0.8064269146849492,8.37729267327381
291,0,0,0,0,0,99935,68,0.8064789473998584,8.377370393900604
292,0,0,0,0,0,99935,68,0.8064533043030906,8.37713334113476
293,0,0,0,0,0,99935,68,0.8064989563797161,8.377154980319741
294,0,0,0,0,0,99935,68,0.8064995507036529,8.376964929672237
295,0,0,0,0,0,99935,68,0.806544447095417,8.37710558578511
296,0,0,0,0,0,99935,68,0.8064886257314878,8.376862536372188
297,0,0,0,0,0,99935,68,0.8065275429445885,8.37729724472445
298,0,0,0,0,0,99935,68,0.8065498499808177,8.376897520463093
299,0,0,0,0,0,99935,68,0.8065240326310985,8.37664783304917
