,e,s,i1,i2,c,r,d,compliance,contacts
0,263,99152,285,302,0,0,0,0.008280841180461837,16.405279131392
1,512,98903,242,267,1,77,0,0.010508663296069282,16.30041294801538
2,731,98684,208,232,1,146,0,0.016524026707525896,16.25246409741293
3,934,98481,170,184,5,228,0,0.019933010735235755,16.187980777140776
4,827,98325,280,252,5,313,0,0.023922149855576537,16.13814124921701
5,973,98179,240,202,7,401,0,0.027932023314190167,16.088477103763378
6,937,97966,351,244,9,495,0,0.03090035085748558,16.035607146847322
7,871,97813,446,285,10,577,0,0.03497497871766559,15.993910697497046
8,1004,97477,568,366,10,577,0,0.038223377947852015,15.941532656331397
9,1198,97127,664,426,10,577,0,0.042308351198314026,15.895634350467038
10,1476,96703,743,493,10,577,0,0.04591708724764073,15.842976878771278
11,1721,96245,881,568,10,577,0,0.05009099967109126,15.793635143499026
12,1995,95818,822,517,12,838,0,0.054151474067510884,15.74218471547698
13,2174,95303,1024,651,11,839,0,0.05745529976172645,15.688315866064661
14,2249,94878,1084,692,14,1085,0,0.06230835992995406,15.645796566877065
15,2342,94361,1217,764,12,1305,1,0.06600212953548236,15.585301420953279
16,2412,93833,1393,843,14,1506,1,0.07115648530505597,15.535716777113516
17,2538,93280,1554,953,13,1662,2,0.07592165918013029,15.472988683360894
18,2701,92602,1789,1087,14,1807,2,0.08112359097790178,15.410463017031013
19,3003,91875,1915,1173,16,2018,2,0.0872875017706351,15.340729792457035
20,3293,91068,2146,1306,16,2171,2,0.09335788681798417,15.258260867038423
21,3656,90177,2282,1362,21,2502,2,0.10014217358155379,15.177198260736798
22,4110,89170,2399,1448,25,2848,2,0.10724232883116483,15.086565690932776
23,4480,88122,2547,1554,32,3265,2,0.11491052524803382,14.989793577265024
24,4828,87047,2699,1671,38,3717,2,0.1234585484662321,14.888127223918085
25,5189,85879,2935,1815,43,4139,2,0.13198732219155307,14.77475529049579
26,5538,84639,3188,1938,45,4652,2,0.14129380706898845,14.660862457879473
27,5877,83293,3528,2180,50,5071,3,0.15017992689061574,14.542693897929762
28,6242,81880,3844,2395,56,5582,3,0.16049849933221033,14.422507712366633
29,6612,80435,4180,2606,62,6104,3,0.17118224366354295,14.283387672269857
30,7131,78748,4562,2839,71,6647,4,0.18343932829122891,14.13582010647584
31,7535,77104,4909,3054,80,7315,5,0.196342931684293,13.97073349495695
32,7954,75339,5285,3297,87,8035,5,0.2104039008378805,13.79844184468047
33,8316,73564,5635,3553,93,8835,6,0.2244922553525019,13.619330384594436
34,8769,71666,5969,3773,105,9712,8,0.23904913149426074,13.44479431080286
35,8942,69806,6423,3999,109,10714,9,0.2540407165481024,13.26690700416816
36,9357,67747,6807,4211,114,11754,12,0.2688730085609733,13.086598226408945
37,9554,65785,7238,4470,123,12817,15,0.28409449336495385,12.916898648185903
38,9766,63798,7607,4708,142,13964,17,0.29947784834834806,12.7406926492273
39,9827,61839,8007,4966,156,15189,18,0.3160251016703688,12.557296687327648
40,9987,59819,8303,5184,164,16524,21,0.3324693880589799,12.365574050852908
41,9896,57851,8723,5410,177,17923,22,0.3481300055917586,12.18247757311871
42,9859,55926,9025,5625,188,19353,26,0.36393342919523924,12.015019796113274
43,9747,54051,9195,5755,201,21021,32,0.37955340653686875,11.847557441801975
44,9613,52226,9365,5900,214,22650,34,0.3945323443589196,11.681238348356455
