,e,s,i1,i2,c,r,d,compliance,contacts
0,751,97775,724,753,0,0,0,0.006383697659360096,19.44539307868637
1,1442,97084,630,646,6,195,0,0.006397210465638075,19.303666141037162
2,2125,96401,534,531,10,402,0,0.013869895394926791,19.27510069076297
3,2689,95837,451,416,12,598,0,0.015976897851138958,19.18337805313566
4,2400,95375,821,576,16,815,0,0.020032097597446733,19.138699372356488
5,2738,95037,708,469,22,1029,0,0.02524092472438245,19.095101275138244
6,2626,94458,1004,654,26,1235,0,0.02726092410636703,19.014148126694607
7,2395,94006,1302,823,29,1448,0,0.03439518361425318,18.983066686180944
8,2661,93176,1659,1030,29,1448,0,0.038848844680205705,18.880594312944417
9,3224,92151,1951,1200,29,1448,0,0.047329972458873264,18.78704832037498
10,3981,91056,2159,1330,29,1448,0,0.055846889905469044,18.657361929581388
11,4551,89907,2509,1559,29,1448,0,0.06595107816367979,18.51876507222667
12,5265,88741,2305,1464,38,2190,0,0.07798421851833427,18.365884017682696
13,5724,87452,2841,1758,32,2196,0,0.08835633936001244,18.183150287763812
14,5864,86287,3063,1870,40,2879,0,0.10367894792147168,18.0329454426836
15,6084,84972,3325,2020,43,3559,0,0.11633830642008577,17.819483445637392
16,6283,83624,3669,2261,46,4120,0,0.13300976756643518,17.636618617736023
17,6571,82170,4101,2533,46,4581,1,0.14967850283463466,17.41804104306019
18,6787,80665,4669,2916,43,4921,2,0.16823888388425023,17.188552687557635
19,7334,78953,5034,3137,49,5494,2,0.18886702165216052,16.94201993581218
20,7834,77138,5591,3443,54,5941,2,0.20964873234659842,16.66944772159864
21,8313,75311,5863,3689,67,6758,2,0.23297093205634806,16.399986262827202
22,8740,73430,6112,3869,85,7765,2,0.25650053638168735,16.109163763011832
23,9123,71542,6381,4010,98,8847,2,0.2812560554427864,15.820608217298284
24,9355,69598,6762,4192,107,9983,6,0.30607528628774466,15.526528682827522
25,9386,67752,7176,4427,126,11130,6,0.33140650077781064,15.238307470388657
26,9491,65820,7521,4620,139,12403,9,0.35707743917894724,14.95491763672021
27,9488,63942,7970,4887,152,13553,11,0.3825554691452852,14.67086858600634
28,9430,62112,8312,5118,163,14853,15,0.4087307105899265,14.397880064140502
29,9287,60311,8693,5333,177,16187,15,0.43426103297747237,14.121305927612909
30,9206,58546,8937,5481,196,17622,15,0.4600451134710511,13.854034182783197
31,9046,56774,9164,5681,206,19111,21,0.4851322459438062,13.595965624027238
32,8965,54977,9260,5751,217,20811,22,0.5101256951206448,13.34626615523023
33,8827,53285,9231,5795,226,22614,25,0.5338731036271531,13.106680745324363
34,8678,51633,9216,5784,230,24433,29,0.5568848239337894,12.879792063124677
35,8489,50057,9104,5780,243,26295,35,0.5786721762254934,12.670785950750245
36,8209,48565,9043,5725,259,28163,39,0.5993438906197812,12.474805498402509
37,7781,47196,8938,5683,268,30090,47,0.6188039773522976,12.298077889597158
38,7404,45881,8843,5624,265,31932,54,0.6371187155710231,12.135493977711715
39,6994,44639,8685,5502,273,33849,61,0.6540785727413776,11.984238053149499
40,6616,43441,8512,5373,279,35714,68,0.6698691895984197,11.8459894684003
41,6212,42353,8347,5200,288,37526,77,0.6844928897577268,11.721126339451903
42,5874,41322,8084,5031,289,39318,85,0.6978445947957358,11.606406249816763
43,5518,40363,7834,4831,295,41071,91,0.7101785099647993,11.50319222531432
44,5143,39496,7488,4647,300,42833,96,0.7213568127966716,11.409109698294213
45,4720,38721,7140,4396,301,44625,100,0.7316371108070951,11.324308370296421
46,4385,37968,6763,4169,305,46306,107,0.7408005086466001,11.246356356404792
47,4081,37241,6366,3945,302,47953,115,0.7493196285398375,11.177864540313331
48,3791,36572,5960,3734,290,49532,124,0.7568807684770728,11.115416767166003
